# currency: EUR
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source,Trend,Trend Source
Battalion Barque (Red),High Seas,normal,SEA152,0.02,low,,,,,,,0.09,trend
Battalion Barque (Yellow),High Seas,normal,SEA153,0.02,low,,,,,,,0.04,trend
Big Game Trophy Shot,High Seas,normal,SEA087,0.1,low,,,,,,,0.66,trend
Blood in the Water,High Seas,normal,SEA047,0.25,low,,,,,,,0.76,trend
Blow for a Blow,High Seas,normal,SEA216,0.02,low,,,,,,,0.11,trend
Blue Fin Harpoon,High Seas,normal,SEA089,0.02,low,,,,,,,0.32,trend
Blue Sea Tricorn,High Seas,normal,SEA126,0.02,low,,,,,,,0.24,trend
Board the Ship,High Seas,normal,SEA053,0.02,low,,,,,,,0.21,trend
Buccaneer's Bounty,High Seas,normal,SEA127,0.02,low,,,,,,,0.17,trend
Burly Bones (Blue),High Seas,normal,SEA067,0.02,low,,,,,,,0.11,trend
Burly Bones (Red),High Seas,normal,SEA065,0.02,low,,,,,,,0.07,trend
Burly Bones (Yellow),High Seas,normal,SEA066,0.02,low,,,,,,,0.07,trend
Burn Bare,High Seas,normal,SEA255,1,low,,,,,,,2.38,trend
Call in the Big Guns (Blue),High Seas,normal,SEA122,0.02,low,,,,,,,0.13,trend
Call in the Big Guns (Red),High Seas,normal,SEA120,0.02,low,,,,,,,0.12,trend
Call in the Big Guns (Yellow),High Seas,normal,SEA121,0.02,low,,,,,,,0.14,trend
Captain's Coat,High Seas,normal,SEA181,0.02,low,,,,,,,0.17,trend
Chart a Course (Blue),High Seas,normal,SEA175,0.02,low,,,,,,,0.06,trend
Chart a Course (Red),High Seas,normal,SEA173,0.02,low,,,,,,,0.04,trend
Chart a Course (Yellow),High Seas,normal,SEA174,0.02,low,,,,,,,0.02,trend
Chart the High Seas,High Seas,normal,SEA048,0.24,low,,,,,,,0.61,trend
"Chowder, Hearty Cook",High Seas,normal,SEA075,0.02,low,,,,,,,0.24,trend
"Chum, Friendly First Mate",High Seas,normal,SEA050,7,low,,,,,,,9.76,trend
Clap 'Em in Irons,High Seas,normal,SEA209,0.02,low,,,,,,,0.03,trend
Claw of Vynserakai,High Seas,normal,SEA257,2.39,low,,,,,,,3.99,trend
Cloud City Steamboat (Blue),High Seas,normal,SEA017,0.02,low,,,,,,,0.22,trend
Cloud City Steamboat (Red),High Seas,normal,SEA015,0.02,low,,,,,,,0.09,trend
Cloud City Steamboat (Yellow),High Seas,normal,SEA016,0.02,low,,,,,,,0.12,trend
Cloud Skiff (Blue),High Seas,normal,SEA026,0.02,low,,,,,,,0.08,trend
Cloud Skiff (Red),High Seas,normal,SEA024,0.02,low,,,,,,,0.23,trend
Cloud Skiff (Yellow),High Seas,normal,SEA025,0.02,low,,,,,,,0.08,trend
Codex of Frailty,High Seas,normal,SEA248,20,low,,,,,,,24.47,trend
Cog in the Machine,High Seas,normal,SEA013,0.4,low,,,,,,,1.39,trend
Cogwerx Blunderbuss,High Seas,normal,SEA006,0.02,low,,,,,,,0.15,trend
Cogwerx Dovetail,High Seas,normal,SEA011,0.2,low,,,,,,,0.68,trend
Cogwerx Tinker Rings,High Seas,normal,,9.9,low,,,,,,,10.47,trend
Cogwerx Workshop,High Seas,normal,SEA014,0.09,low,,,,,,,1.43,trend
Cogwerx Zeppelin (Blue),High Seas,normal,SEA020,0.02,low,,,,,,,0.36,trend
Cogwerx Zeppelin (Red),High Seas,normal,SEA018,0.02,low,,,,,,,0.38,trend
Cogwerx Zeppelin (Yellow),High Seas,normal,SEA019,0.02,low,,,,,,,0.27,trend
Compass of Sunken Depths,High Seas,normal,SEA045,0.02,low,,,,,,,0.1,trend
Conqueror of the High Seas,High Seas,normal,SEA130,3,low,,,,,,,5.43,trend
Consign to Cosmos // Shock,High Seas,normal,SEA259,0.4,low,,,,,,,2.12,trend
Copper Cog,High Seas,normal,SEA021,2.5,low,,,,,,,4.85,trend
Cracked Bauble,High Seas,normal,SEA246,0.02,low,,,,,,,0.1,trend
Crash Down the Gates (Blue),High Seas,normal,SEA200,0.02,low,,,,,,,0.1,trend
Crash Down the Gates (Red),High Seas,normal,SEA198,0.02,low,,,,,,,0.33,trend
Crash Down the Gates (Yellow),High Seas,normal,SEA199,0.02,low,,,,,,,0.04,trend
"Cutty Shark, Quick Clip",High Seas,normal,SEA076,0.02,low,,,,,,,0.13,trend
Dead Threads,High Seas,normal,,23,low,,,,,,,30.64,trend
Deny redemption,High Seas,normal,SEA254,0.1,low,,,,,,,0.59,trend
Diamond Amulet,High Seas,normal,SEA190,24.99,low,,,,,,,28.81,trend
Divvy Up,High Seas,normal,SEA144,0.02,low,,,,,,,0.02,trend
Draw Back the Hammer,High Seas,normal,SEA039,0.02,low,,,,,,,0.04,trend
Drop the Anchor,High Seas,normal,SEA100,0.02,low,,,,,,,0.18,trend
Dry Powder Shot,High Seas,normal,SEA106,0.02,low,,,,,,,0.13,trend
Entangling Shot,High Seas,normal,SEA107,0.02,low,,,,,,,0.09,trend
Escalate Bloodshed,High Seas,normal,SEA253,0.05,low,,,,,,,0.38,trend
Everbloom // Life,High Seas,normal,SEA258,9,low,,,,,,,10.96,trend
Expedition to Azuro Keys,High Seas,normal,SEA155,0.02,low,,,,,,,0.1,trend
Expedition to Blackwater Strait,High Seas,normal,SEA156,0.02,low,,,,,,,0.05,trend
Expedition to Dreadfall Reach,High Seas,normal,SEA157,0.02,low,,,,,,,0.05,trend
Expedition to Horizon's Mantle,High Seas,normal,SEA158,0.02,low,,,,,,,0.03,trend
Fiddler's Green (Blue),High Seas,normal,SEA214,0.02,low,,,,,,,0.12,trend
Fiddler's Green (Red),High Seas,normal,SEA212,0.05,low,,,,,,,0.67,trend
Fiddler's Green (Yellow),High Seas,normal,SEA213,0.02,low,,,,,,,0.06,trend
Fire in the Hole,High Seas,normal,SEA101,0.02,low,,,,,,,0.19,trend
Fish Fingers,High Seas,normal,SEA128,0.02,low,,,,,,,0.15,trend
Flying High (Blue),High Seas,normal,SEA208,0.02,low,,,,,,,0.34,trend
Flying High (Red),High Seas,normal,SEA206,0.02,low,,,,,,,0.28,trend
Flying High (Yellow),High Seas,normal,SEA207,0.02,low,,,,,,,0.15,trend
Fool's Gold,High Seas,normal,SEA215,0.02,low,,,,,,,0.2,trend
Give No Quarter,High Seas,normal,SEA049,0.7,low,,,,,,,1.86,trend
Glidewell Fins,High Seas,normal,SEA097,0.02,low,,,,,,,0.13,trend
Gold,High Seas,normal,SEA244,0.2,low,,,,,,,0.7,trend
Gold Hunter Ketch,High Seas,normal,SEA165,0.02,low,,,,,,,0.08,trend
Gold Hunter Lightsail,High Seas,normal,SEA162,0.02,low,,,,,,,0.02,trend
Gold Hunter Longboat,High Seas,normal,SEA163,0.02,low,,,,,,,0.02,trend
Gold Hunter Marauder,High Seas,normal,SEA164,0.02,low,,,,,,,0.03,trend
Gold the Tip,High Seas,normal,SEA088,8.99,low,,,,,,,12.35,trend
Gold-Baited Hook,High Seas,normal,,40,low,,,,,,,51.72,trend
Golden Cog,High Seas,normal,SEA042,0.18,low,,,,,,,0.8,trend
Golden Skywarden,High Seas,normal,SEA004,1,low,,,,,,,2.27,trend
Golden Tipple (Blue),High Seas,normal,SEA161,0.02,low,,,,,,,0.23,trend
Golden Tipple (Red),High Seas,normal,SEA159,0.02,low,,,,,,,0.14,trend
Golden Tipple (Yellow),High Seas,normal,SEA160,0.02,low,,,,,,,0.17,trend
Goldfin Harpoon,High Seas,normal,SEA093,0.02,low,,,,,,,0.16,trend
Goldkiss Rum,High Seas,normal,SEA245,4.45,low,,,,,,,6.71,trend
Goldwing Turbine (Blue),High Seas,normal,SEA038,0.02,low,,,,,,,0.11,trend
Goldwing Turbine (Red),High Seas,normal,SEA036,0.02,low,,,,,,,0.17,trend
Goldwing Turbine (Yellow),High Seas,normal,SEA037,0.02,low,,,,,,,0.04,trend
Gravy Bones,High Seas,normal,SEA044,0.02,low,,,,,,,0.14,trend
"Gravy Bones, Shipwrecked Looter",High Seas,normal,SEA043,0.1,low,,,,,,,0.66,trend
"Hammerhead, Harpoon Cannon",High Seas,normal,SEA084,0.02,low,,,,,,,0.14,trend
Head Shot (Blue),High Seas,normal,SEA113,0.02,low,,,,,,,0.14,trend
Head Shot (Red),High Seas,normal,SEA111,0.02,low,,,,,,,0.24,trend
Head Shot (Yellow),High Seas,normal,SEA112,0.02,low,,,,,,,0.02,trend
Head Stone,High Seas,normal,SEA081,0.02,low,,,,,,,0.14,trend
Heave Ho!,High Seas,normal,SEA057,0.02,low,,,,,,,0.23,trend
Helmsman's Peak,High Seas,normal,SEA180,0.02,low,,,,,,,0.07,trend
Herald of Sekem,High Seas,normal,SEA260,0.08,low,,,,,,,0.33,trend
HMS Barracuda,High Seas,normal,SEA134,0.02,low,,,,,,,0.28,trend
HMS Kraken,High Seas,normal,SEA135,0.02,low,,,,,,,0.12,trend
HMS Marlin,High Seas,normal,SEA136,0.02,low,,,,,,,0.26,trend
Hoist 'Em Up,High Seas,normal,SEA055,0.02,low,,,,,,,0.24,trend
Hook,High Seas,normal,SEA103,0.02,low,,,,,,,0.26,trend
Jack Be Nimble,High Seas,normal,SEA201,0.03,low,,,,,,,0.33,trend
Jack Be Quick,High Seas,normal,SEA202,0.02,low,,,,,,,0.31,trend
Jittery Bones (Blue),High Seas,normal,SEA070,0.02,low,,,,,,,0.1,trend
Jittery Bones (Red),High Seas,normal,SEA068,0.02,low,,,,,,,0.02,trend
Jittery Bones (Yellow),High Seas,normal,SEA069,0.02,low,,,,,,,0.04,trend
Jolly Bludger,High Seas,normal,SEA005,5,low,,,,,,,8.5,trend
"Kelpie, Tangled Mess",High Seas,normal,SEA059,0.02,low,,,,,,,0.22,trend
King Kraken Harpoon,High Seas,normal,SEA085,0.3,low,,,,,,,1.05,trend
King Shark Harpoon,High Seas,normal,SEA086,0.2,low,,,,,,,1.07,trend
Life for a Life,High Seas,normal,SEA217,0.02,low,,,,,,,0.14,trend
Light Fingers,High Seas,normal,SEA184,0.02,low,,,,,,,0.1,trend
"Limpit, Hop-a-long",High Seas,normal,SEA060,0.02,low,,,,,,,0.19,trend
Line,High Seas,normal,SEA104,0.02,low,,,,,,,0.29,trend
Loan Shark,High Seas,normal,SEA131,10,low,,,,,,,12.6,trend
Lost in Transit,High Seas,normal,SEA151,0.02,low,,,,,,,0.03,trend
Lubricate,High Seas,normal,SEA022,0.02,low,,,,,,,0.1,trend
Marlynn,High Seas,normal,SEA083,0.02,low,,,,,,,0.12,trend
"Marlynn, Treasure Hunter",High Seas,normal,SEA082,0.1,low,,,,,,,0.54,trend
Midas Touch,High Seas,normal,SEA188,9,low,,,,,,,10.88,trend
Money or Your Life? (Blue),High Seas,normal,SEA205,0.02,low,,,,,,,0.14,trend
Money or Your Life? (Red),High Seas,normal,SEA203,0.02,low,,,,,,,0.24,trend
Money or Your Life? (Yellow),High Seas,normal,SEA204,0.02,low,,,,,,,0.12,trend
Monkey Powder,High Seas,normal,SEA102,0.02,low,,,,,,,0.14,trend
Moray le Fay,High Seas,normal,SEA051,0.08,low,,,,,,,1.05,trend
Murderous Rabble,High Seas,normal,SEA137,0.1,low,,,,,,,1.19,trend
Mutiny on the Battalion Barque,High Seas,normal,SEA176,0.02,low,,,,,,,0.25,trend
Mutiny on the Nimbus Sovereign,High Seas,normal,SEA177,0.02,low,,,,,,,0.02,trend
Mutiny on the Swiftwater,High Seas,normal,SEA178,0.02,low,,,,,,,0.02,trend
Nettling Shot,High Seas,normal,SEA108,0.02,low,,,,,,,0.07,trend
Nimblism (Blue),High Seas,normal,SEA240,0.02,low,,,,,,,0.11,trend
Nimblism (Red),High Seas,normal,SEA238,0.02,low,,,,,,,0.1,trend
Nimblism (Yellow),High Seas,normal,SEA239,0.02,low,,,,,,,0.11,trend
Nimby (Blue),High Seas,normal,SEA222,0.02,low,,,,,,,0.12,trend
Nimby (Red),High Seas,normal,SEA220,0.02,low,,,,,,,0.11,trend
Nimby (Yellow),High Seas,normal,SEA221,0.02,low,,,,,,,0.02,trend
Not So Fast,High Seas,normal,SEA149,0.02,low,,,,,,,0.13,trend
Old Knocker,High Seas,normal,SEA182,0.02,low,,,,,,,0.16,trend
On the Horizon (Blue),High Seas,normal,SEA243,0.02,low,,,,,,,0.1,trend
On the Horizon (Red),High Seas,normal,SEA241,0.02,low,,,,,,,0.32,trend
On the Horizon (Yellow),High Seas,normal,SEA242,0.02,low,,,,,,,0.07,trend
Onyx Amulet,High Seas,normal,SEA191,1.08,low,,,,,,,1.7,trend
Opal Amulet,High Seas,normal,SEA192,1.39,low,,,,,,,2.08,trend
"Oysten, Heart of Gold",High Seas,normal,,14.99,low,,,,,,,15.23,trend
Paddle Faster,High Seas,normal,SEA054,0.02,low,,,,,,,0.07,trend
Palantir Aeronought,High Seas,normal,SEA012,5,low,,,,,,,6.62,trend
Patch the Hole,High Seas,normal,SEA096,0.02,low,,,,,,,0.2,trend
Pearl Amulet,High Seas,normal,SEA193,2,low,,,,,,,6.96,trend
Peg Leg,High Seas,normal,SEA129,0.02,low,,,,,,,0.18,trend
Perk Up,High Seas,normal,SEA040,0.02,low,,,,,,,0.11,trend
Pilfer the Wreck (Blue),High Seas,normal,SEA140,0.02,low,,,,,,,0.02,trend
Pilfer the Wreck (Red),High Seas,normal,SEA138,0.02,low,,,,,,,0.02,trend
Pilfer the Wreck (Yellow),High Seas,normal,SEA139,0.02,low,,,,,,,0.02,trend
Pinion Sentry,High Seas,normal,SEA023,0.02,low,,,,,,,0.35,trend
Platinum Amulet,High Seas,normal,SEA194,0.99,low,,,,,,,1.32,trend
Polly Cranka,High Seas,normal,,9,low,,,,,,,9.81,trend
Portside Exchange,High Seas,normal,SEA145,0.02,low,,,,,,,0.3,trend
Pounamu Amulet,High Seas,normal,SEA195,9,low,,,,,,,8.88,trend
Preach Modesty,High Seas,normal,SEA252,0.09,low,,,,,,,0.28,trend
Puffin,High Seas,normal,SEA002,0.02,low,,,,,,,0.1,trend
"Puffin, Hightail",High Seas,normal,SEA001,0.29,low,,,,,,,0.52,trend
Quartermaster's Boots,High Seas,normal,SEA185,0.02,low,,,,,,,0.33,trend
Quick Clicks,High Seas,normal,SEA186,0.02,low,,,,,,,0.17,trend
Rally the Coast Guard (Blue),High Seas,normal,SEA225,0.02,low,,,,,,,0.16,trend
Rally the Coast Guard (Red),High Seas,normal,SEA223,0.02,low,,,,,,,0.14,trend
Rally the Coast Guard (Yellow),High Seas,normal,SEA224,0.02,low,,,,,,,0.19,trend
Ravenous Rabble,High Seas,normal,SEA219,0.02,low,,,,,,,0.19,trend
Red Fin Harpoon,High Seas,normal,SEA090,0.02,low,,,,,,,0.29,trend
Redspine Manta,High Seas,normal,SEA094,0.02,low,,,,,,,0.2,trend
Regain Composure,High Seas,normal,SEA210,0.02,low,,,,,,,0.1,trend
Restless Bones (Blue),High Seas,normal,SEA073,0.02,low,,,,,,,0.11,trend
Restless Bones (Red),High Seas,normal,SEA071,0.02,low,,,,,,,0.12,trend
Restless Bones (Yellow),High Seas,normal,SEA072,0.02,low,,,,,,,0.02,trend
Return Fire,High Seas,normal,SEA099,0.3,low,,,,,,,1.25,trend
Riches of Trōpal-Dhani,High Seas,normal,,330,low,,,,,,,356.63,trend
Riddle with Regret,High Seas,normal,SEA256,0.09,low,,,,,,,0.42,trend
Riggermortis,High Seas,normal,SEA077,0.02,low,,,,,,,0.13,trend
Ruby Amulet,High Seas,normal,SEA196,9,low,,,,,,,9.72,trend
Rust Belt,High Seas,normal,SEA009,0.02,low,,,,,,,0.06,trend
Rusty Harpoon,High Seas,normal,SEA092,0.02,low,,,,,,,0.09,trend
Saltwater Swell (Blue),High Seas,normal,SEA143,0.02,low,,,,,,,0.42,trend
Saltwater Swell (Red),High Seas,normal,SEA141,0.02,low,,,,,,,0.32,trend
Saltwater Swell (Yellow),High Seas,normal,SEA142,0.02,low,,,,,,,0.24,trend
Salvage Shot (Blue),High Seas,normal,SEA116,0.02,low,,,,,,,0.12,trend
Salvage Shot (Red),High Seas,normal,SEA114,0.02,low,,,,,,,0.15,trend
Salvage Shot (Yellow),High Seas,normal,SEA115,0.02,low,,,,,,,0.17,trend
Sapphire Amulet,High Seas,normal,SEA197,4.48,low,,,,,,,5.37,trend
"Sawbones, Dockhand",High Seas,normal,,32,low,,,,,,,41.8,trend
Scar for a Scar,High Seas,normal,SEA218,0.02,low,,,,,,,0.23,trend
"Scooba, Salty Sea Dog",High Seas,normal,SEA061,0.02,low,,,,,,,0.22,trend
Scouting Shot,High Seas,normal,SEA109,0.02,low,,,,,,,0.09,trend
Scrub the Deck,High Seas,normal,SEA147,0.02,low,,,,,,,0.27,trend
"Scurv, Stowaway",High Seas,normal,SEA123,0.02,low,,,,,,,0.3,trend
Sea Floor Salvage,High Seas,normal,SEA146,0.04,low,,,,,,,0.39,trend
Sea Legs,High Seas,normal,SEA187,4,low,,,,,,,5.36,trend
Sealace Sarong,High Seas,normal,,8,low,,,,,,,9.63,trend
"Shelly, Hardened Traveler",High Seas,normal,SEA078,0.02,low,,,,,,,0.16,trend
Shifting Tides,High Seas,normal,SEA148,0.02,low,,,,,,,0.34,trend
Sic 'Em Shot (Blue),High Seas,normal,SEA119,0.02,low,,,,,,,0.16,trend
Sic 'Em Shot (Red),High Seas,normal,SEA117,0.02,low,,,,,,,0.08,trend
Sic 'Em Shot (Yellow),High Seas,normal,SEA118,0.02,low,,,,,,,0.16,trend
Sinker,High Seas,normal,SEA105,0.02,low,,,,,,,0.14,trend
Sirens of Safe Harbor (Blue),High Seas,normal,SEA228,0.02,low,,,,,,,0.24,trend
Sirens of Safe Harbor (Red),High Seas,normal,SEA226,0.02,low,,,,,,,0.35,trend
Sirens of Safe Harbor (Yellow),High Seas,normal,SEA227,0.02,low,,,,,,,0.19,trend
Sky Skimmer (Blue),High Seas,normal,SEA029,0.02,low,,,,,,,0.25,trend
Sky Skimmer (Red),High Seas,normal,SEA027,0.02,low,,,,,,,0.09,trend
Sky Skimmer (Yellow),High Seas,normal,SEA028,0.02,low,,,,,,,0.12,trend
Spitfire,High Seas,normal,SEA007,0.02,low,,,,,,,0.14,trend
Sticky Fingers,High Seas,normal,SEA124,0.02,low,,,,,,,0.13,trend
Strike Gold (Blue),High Seas,normal,SEA231,0.02,low,,,,,,,0.11,trend
Strike Gold (Red),High Seas,normal,SEA229,0.02,low,,,,,,,0.04,trend
Strike Gold (Yellow),High Seas,normal,SEA230,0.02,low,,,,,,,0.04,trend
Sunken Treasure,High Seas,normal,SEA133,4.5,low,,,,,,,7.86,trend
Surface Shaking,High Seas,normal,SEA251,0.2,low,,,,,,,0.55,trend
Swabbie,High Seas,normal,SEA079,0.02,low,,,,,,,0.13,trend
Swift Shot,High Seas,normal,SEA110,0.02,low,,,,,,,0.13,trend
Swiftstrike Bracers,High Seas,normal,SEA183,0.02,low,,,,,,,0.09,trend
Swiftwater Sloop (Blue),High Seas,normal,SEA168,0.02,low,,,,,,,0.19,trend
Swiftwater Sloop (Red),High Seas,normal,SEA166,0.02,low,,,,,,,0.15,trend
Swiftwater Sloop (Yellow),High Seas,normal,SEA167,0.02,low,,,,,,,0.06,trend
Swindler's Grift (Blue),High Seas,normal,SEA171,0.02,low,,,,,,,0.08,trend
Swindler's Grift (Red),High Seas,normal,SEA169,0.02,low,,,,,,,0.09,trend
Swindler's Grift (Yellow),High Seas,normal,SEA170,0.02,low,,,,,,,0.11,trend
Teeth of the Cog (Blue),High Seas,normal,SEA032,0.02,low,,,,,,,0.02,trend
Teeth of the Cog (Red),High Seas,normal,SEA030,0.02,low,,,,,,,0.08,trend
Teeth of the Cog (Yellow),High Seas,normal,SEA031,0.02,low,,,,,,,0.09,trend
Thiev'n Varmints,High Seas,normal,SEA172,0.02,low,,,,,,,0.03,trend
Throw Caution to the Wind,High Seas,normal,SEA150,0.02,low,,,,,,,0.25,trend
Tighten the Screws,High Seas,normal,SEA041,0.02,low,,,,,,,0.08,trend
Tip the Barkeep,High Seas,normal,SEA132,0.8,low,,,,,,,1.84,trend
Tit for Tat,High Seas,normal,SEA211,0.05,low,,,,,,,0.15,trend
Tough Old Wrench (Blue),High Seas,normal,SEA035,0.02,low,,,,,,,0.14,trend
Tough Old Wrench (Red),High Seas,normal,SEA033,0.02,low,,,,,,,0.12,trend
Tough Old Wrench (Yellow),High Seas,normal,SEA034,0.02,low,,,,,,,0.02,trend
Trade In (Blue),High Seas,normal,SEA234,0.02,low,,,,,,,0.18,trend
Trade In (Red),High Seas,normal,SEA232,0.02,low,,,,,,,0.19,trend
Trade In (Yellow),High Seas,normal,SEA233,0.02,low,,,,,,,0.06,trend
Treasure Island,High Seas,normal,SEA247,0.02,low,,,,,,,0.12,trend
Undercover Acquisition,High Seas,normal,SEA249,0.2,low,,,,,,,0.46,trend
Unicycle,High Seas,normal,SEA010,0.02,low,,,,,,,0.25,trend
Wailer Humperdinck,High Seas,normal,SEA052,0.95,low,,,,,,,1.62,trend
Walk the Plank (Blue),High Seas,normal,SEA237,0.02,low,,,,,,,0.03,trend
Walk the Plank (Red),High Seas,normal,SEA235,0.02,low,,,,,,,0.07,trend
Walk the Plank (Yellow),High Seas,normal,SEA236,0.02,low,,,,,,,0.12,trend
Washed Up Wave,High Seas,normal,SEA046,0.02,low,,,,,,,0.09,trend
Yellow Fin Harpoon,High Seas,normal,SEA091,0.02,low,,,,,,,0.28,trend
Yo Ho Ho!,High Seas,normal,SEA058,0.02,low,,,,,,,0.02,trend
"Anka, Drag Under",Armory Deck: Gravy Bones,normal,,0.19,low,,,,,,,0.83,trend
Avast Ye!,Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.02,trend
Back Alley Breakline (Blue),Armory Deck: Gravy Bones,normal,,0.24,low,,,,,,,0.3,trend
Barnacle,Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.03,trend
Battalion Barque (Red),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.02,trend
Breakwater Undertow,Armory Deck: Gravy Bones,normal,,0.49,low,,,,,,,0.54,trend
Call to the Grave,Armory Deck: Gravy Bones,normal,,4.9,low,,,,,,,4.69,trend
Compass of Sunken Depths,Armory Deck: Gravy Bones,normal,,0.15,low,,,,,,,0.15,trend
Fiddler's Green (Red),Armory Deck: Gravy Bones,normal,,0.05,low,,,,,,,0.37,trend
Golden Tipple (Blue),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.06,trend
Graven Justaucorpse,Armory Deck: Gravy Bones,normal,,0.48,low,,,,,,,0.63,trend
Gravy Bones,Armory Deck: Gravy Bones,normal,,0.17,low,,,,,,,0.02,trend
"Gravy Bones, Shipwrecked Looter",Armory Deck: Gravy Bones,normal,,0.34,low,,,,,,,1.04,trend
Jittery Bones (Blue),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.05,trend
Jittery Bones (Red),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,,
"Limpit, Hop-a-long",Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.1,trend
Loot the Arsenal,Armory Deck: Gravy Bones,normal,,0.19,low,,,,,,,0.98,trend
Loot the Hold,Armory Deck: Gravy Bones,normal,,0.45,low,,,,,,,1.42,trend
Murderous Rabble,Armory Deck: Gravy Bones,normal,,0.5,low,,,,,,,0.62,trend
"Oysten, Heart of Gold",Armory Deck: Gravy Bones,normal,,0.98,low,,,,,,,1.38,trend
Paddle Faster,Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.5,trend
Portside Exchange,Armory Deck: Gravy Bones,normal,,0.08,low,,,,,,,0.2,trend
Restless Bones (Blue),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,,
Restless Bones (Red),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,,
Riggermortis,Armory Deck: Gravy Bones,normal,,0.04,low,,,,,,,0.2,trend
"Sawbones, Dockhand",Armory Deck: Gravy Bones,normal,,0.25,low,,,,,,,0.76,trend
Scar for a Scar (Red),Armory Deck: Gravy Bones,normal,,0.02,low,,,,,,,0.14,trend
Timesnap Potion,Armory Deck: Gravy Bones,normal,,0.1,low,,,,,,,0.27,trend
Tricorn of Saltwater Death,Armory Deck: Gravy Bones,normal,,0.49,low,,,,,,,0.76,trend
Washed Up Wave,Armory Deck: Gravy Bones,normal,,0.04,low,,,,,,,0.89,trend
Banksy,Armory Deck: Maxx Nitro,normal,,0.07,low,,,,,,,,
Big Bertha (Blue),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Breaker Helm Protos,Armory Deck: Maxx Nitro,normal,,1.98,low,,,,,,,2.01,trend
Clamp Press,Armory Deck: Maxx Nitro,normal,,0.2,low,,,,,,,0.02,trend
Construct Bank Breaker // Bank Breaker,Armory Deck: Maxx Nitro,normal,,0.5,low,,,,,,,0.96,trend
Crankshaft (Blue),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Crankshaft (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Crankshaft (Yellow),Armory Deck: Maxx Nitro,normal,,0.08,low,,,,,,,,
Data Link (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Drive Brake,Armory Deck: Maxx Nitro,normal,,1.5,low,,,,,,,1.91,trend
Expedite (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.16,trend
Fist Pump,Armory Deck: Maxx Nitro,normal,,1.37,low,,,,,,,1.32,trend
Heist,Armory Deck: Maxx Nitro,normal,,12,low,,,,,,,16.95,trend
Hyper Driver,Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.2,trend
Hyper Driver (Blue),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Hyper Driver (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.2,trend
Hyper Driver (Yellow),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Jump Start (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,,
Maxx 'The Hype' Nitro,Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.02,trend
Puffer Jacket,Armory Deck: Maxx Nitro,normal,,1.5,low,,,,,,,2.47,trend
Sprocket Rocket (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
T-Bone (Red),Armory Deck: Maxx Nitro,normal,,1.45,low,,,,,,,1.63,trend
Throttle (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Twintek Charging Station,Armory Deck: Maxx Nitro,normal,,1.29,low,,,,,,,0.51,trend
Zero to Fifty (Red),Armory Deck: Maxx Nitro,normal,,0.02,low,,,,,,,,
Zero to Sixty (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Zero to Sixty (Yellow),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Zipper Hit (Red),Armory Deck: Maxx Nitro,normal,,0.1,low,,,,,,,0.1,trend
Arc Lightning,Armory Deck: Aurora,normal,,0.5,low,,,,,,,1.25,trend
Arcanic Crackle (Blue),Armory Deck: Aurora,normal,,0.02,low,,,,,,,0.19,trend
Arcanic Crackle (Red),Armory Deck: Aurora,normal,,0.1,low,,,,,,,0.2,trend
Arcanic Shockwave (Red),Armory Deck: Aurora,normal,,0.02,low,,,,,,,0.21,trend
"Aurora, Shooting Star",Armory Deck: Aurora,normal,,0.2,low,,,,,,,0.81,trend
Burn Up // Shock,Armory Deck: Aurora,normal,,0.1,low,,,,,,,0.41,trend
Cap of Quick Thinking,Armory Deck: Aurora,normal,,7.99,low,,,,,,,9.5,trend
