# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
"Gravy Bones, Shipwrecked Looter",Armory Deck: Gravy Bones,normal,,+79.5%,listing/low,,,,,,
Jittery Bones (Blue),Armory Deck: Gravy Bones,normal,,+750.0%,listing/low,,,,,,
Jittery Bones (Red),Armory Deck: Gravy Bones,normal,,+1050.0%,listing/low,,,,,,
"Limpit, Hop-a-long",Armory Deck: Gravy Bones,normal,,+1250.0%,listing/low,,,,,,
Loot the Arsenal,Armory Deck: Gravy Bones,normal,,+127.3%,listing/low,,,,,,
Loot the Hold,Armory Deck: Gravy Bones,normal,,+170.6%,listing/low,,,,,,
Murderous Rabble,Armory Deck: Gravy Bones,normal,,+600.0%,listing/low,,,,,,
"Oysten, Heart of Gold",Armory Deck: Gravy Bones,normal,,+346.4%,listing/low,,,,,,
Paddle Faster,Armory Deck: Gravy Bones,normal,,+1050.0%,listing/low,,,,,,
Portside Exchange,Armory Deck: Gravy Bones,normal,,+288.9%,listing/low,,,,,,
Restless Bones (Blue),Armory Deck: Gravy Bones,normal,,+250.0%,listing/low,,,,,,
Restless Bones (Red),Armory Deck: Gravy Bones,normal,,+900.0%,listing/low,,,,,,
Riggermortis,Armory Deck: Gravy Bones,normal,,+200.0%,listing/low,,,,,,
Scar for a Scar (Red),Armory Deck: Gravy Bones,normal,,+850.0%,listing/low,,,,,,
Timesnap Potion,Armory Deck: Gravy Bones,normal,,+672.7%,listing/low,,,,,,
Banksy,Armory Deck: Maxx Nitro,normal,,+262.5%,listing/low,,,,,,
Big Bertha (Blue),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Clamp Press,Armory Deck: Maxx Nitro,normal,,+182.6%,listing/low,,,,,,
Crankshaft (Blue),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Crankshaft (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Crankshaft (Yellow),Armory Deck: Maxx Nitro,normal,,+66.7%,listing/low,,,,,,
Data Link (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Expedite (Red),Armory Deck: Maxx Nitro,normal,,+163.6%,listing/low,,,,,,
Heist,Armory Deck: Maxx Nitro,normal,,+38.1%,listing/low,,,,,,
Hyper Driver,Armory Deck: Maxx Nitro,normal,,+400.0%,listing/low,,,,,,
Hyper Driver (Blue),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Hyper Driver (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Hyper Driver (Yellow),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Jump Start (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Maxx 'The Hype' Nitro,Armory Deck: Maxx Nitro,normal,,+127.3%,listing/low,,,,,,
Sprocket Rocket (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
T-Bone (Red),Armory Deck: Maxx Nitro,normal,,-24.7%,listing/low,,,,,,
Throttle (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Twintek Charging Station,Armory Deck: Maxx Nitro,normal,,+51.0%,listing/low,,,,,,
Zero to Fifty (Red),Armory Deck: Maxx Nitro,normal,,+650.0%,listing/low,,,,,,
Zero to Sixty (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Zero to Sixty (Yellow),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Zipper Hit (Red),Armory Deck: Maxx Nitro,normal,,+36.4%,listing/low,,,,,,
Arc Lightning,Armory Deck: Aurora,normal,,+600.0%,listing/low,,,,,,
Arcanic Crackle (Blue),Armory Deck: Aurora,normal,,+350.0%,listing/low,,,,,,
Arcanic Crackle (Red),Armory Deck: Aurora,normal,,+36.4%,listing/low,,,,,,
Arcanic Shockwave (Red),Armory Deck: Aurora,normal,,+650.0%,listing/low,,,,,,
"Aurora, Shooting Star",Armory Deck: Aurora,normal,,+4.3%,listing/low,,,,,,
Burn Up // Shock,Armory Deck: Aurora,normal,,+218.2%,listing/low,,,,,,
Captain's Call (Blue),Armory Deck: Aurora,normal,,+63.6%,listing/low,,,,,,
Electromagnetic Somersault (Red),Armory Deck: Aurora,normal,,+8.7%,listing/low,,,,,,
Electrostatic Discharge (Red),Armory Deck: Aurora,normal,,+650.0%,listing/low,,,,,,
Entwine Lightning (Red),Armory Deck: Aurora,normal,,+650.0%,listing/low,,,,,,
Flittering Charge (Red),Armory Deck: Aurora,normal,,+650.0%,listing/low,,,,,,
Heaven's Claws (Blue),Armory Deck: Aurora,normal,,+1150.0%,listing/low,,,,,,
Lightning Press (Red),Armory Deck: Aurora,normal,,+128.1%,listing/low,,,,,,
Lightning Surge (Red),Armory Deck: Aurora,normal,,+650.0%,listing/low,,,,,,
Photon Rush (Red),Armory Deck: Aurora,normal,,+127.3%,listing/low,,,,,,
Sizzle (Red),Armory Deck: Aurora,normal,,+208.8%,listing/low,,,,,,
Skyward Serenade,Armory Deck: Aurora,normal,,+191.8%,listing/low,,,,,,
Skyzyk,Armory Deck: Aurora,normal,,+99.2%,listing/low,,,,,,
Snatch (Red),Armory Deck: Aurora,normal,,+152.6%,listing/low,,,,,,
Spark Spray (Red),Armory Deck: Aurora,normal,,+121.2%,listing/low,,,,,,
Star Fall,Armory Deck: Aurora,normal,,+127.3%,listing/low,,,,,,
Static Shock (Red),Armory Deck: Aurora,normal,,+294.7%,listing/low,,,,,,
Written in the Stars,Armory Deck: Aurora,normal,,+543.5%,listing/low,,,,,,
Agility Stance,The Hunted,normal,HNT125,+250.0%,listing/low,,,,,,
Anaphylactic Shock,The Hunted,normal,HNT016,+72.7%,listing/low,,,,,,
"Arakni, Marionette",The Hunted,normal,HNT001,+135.3%,listing/low,,,,,,
Art of the Dragon: Blood,The Hunted,normal,HNT071,+63.0%,listing/low,,,,,,
Art of the Dragon: Claw,The Hunted,normal,HNT074,+650.0%,listing/low,,,,,,
Art of the Dragon: Fire,The Hunted,normal,HNT075,+2816.7%,listing/low,,,,,,
Art of the Dragon: Scale,The Hunted,normal,HNT076,+1050.0%,listing/low,,,,,,
Back Stab (Red),The Hunted,normal,HNT029,+350.0%,listing/low,,,,,,
Bite (Blue),The Hunted,normal,HNT019,+500.0%,listing/low,,,,,,
Bite (Red),The Hunted,normal,HNT017,+400.0%,listing/low,,,,,,
Bite (Yellow),The Hunted,normal,HNT018,+350.0%,listing/low,,,,,,
Blade Beckoner Boots,The Hunted,normal,HNT219,+208.7%,listing/low,,,,,,
Blade Beckoner Gauntlets,The Hunted,normal,HNT218,+126.3%,listing/low,,,,,,
Blade Beckoner Helm,The Hunted,normal,HNT216,+288.3%,listing/low,,,,,,
Blade Beckoner Plating,The Hunted,normal,HNT217,+1421.7%,listing/low,,,,,,
Blood Runs Deep,The Hunted,normal,HNT057,-39.5%,listing/low,,,,,,
Bunker Beard,The Hunted,normal,HNT220,,,,,,,,
Calming Breeze,The Hunted,normal,HNT230,+533.3%,listing/low,,,,,,
Chain Reaction,The Hunted,normal,HNT253,+27.5%,listing/low,,,,,,
Cinderskin Devotion (Red),The Hunted,normal,HNT065,+150.0%,listing/low,,,,,,
"Cindra, Dracai of Retribution",The Hunted,normal,HNT054,+36.4%,listing/low,,,,,,
Coat of Allegiance,The Hunted,normal,HNT148,+100.0%,listing/low,,,,,,
Command and Conquer,The Hunted,normal,HNT260,-3.6%,listing/low,,,,,,
Cracked Bauble,The Hunted,normal,HNT245,+200.0%,listing/low,,,,,,
Cull,The Hunted,normal,HNT259,-20.0%,listing/low,,,,,,
Cut Deep (Blue),The Hunted,normal,HNT130,+150.0%,listing/low,,,,,,
Cut Deep (Red),The Hunted,normal,HNT128,+150.0%,listing/low,,,,,,
Cut Deep (Yellow),The Hunted,normal,HNT129,+150.0%,listing/low,,,,,,
Cut from the Same Cloth (Blue),The Hunted,normal,HNT204,+50.0%,listing/low,,,,,,
Cut from the Same Cloth (Red),The Hunted,normal,HNT202,+2400.0%,listing/low,,,,,,
Cut from the Same Cloth (Yellow),The Hunted,normal,HNT203,+400.0%,listing/low,,,,,,
Cut Through (Blue),The Hunted,normal,HNT178,+150.0%,listing/low,,,,,,
Cut Through (Red),The Hunted,normal,HNT176,+1450.0%,listing/low,,,,,,
Cut Through (Yellow),The Hunted,normal,HNT177,+400.0%,listing/low,,,,,,
Danger Digits,The Hunted,normal,HNT173,+350.0%,listing/low,,,,,,
Defang the Dragon,The Hunted,normal,HNT030,+50.0%,listing/low,,,,,,
Devotion Never Dies,The Hunted,normal,HNT072,+104.3%,listing/low,,,,,,
Diced (Blue),The Hunted,normal,HNT121,+150.0%,listing/low,,,,,,
Diced (Red),The Hunted,normal,HNT119,+150.0%,listing/low,,,,,,
Diced (Yellow),The Hunted,normal,HNT120,+400.0%,listing/low,,,,,,
Douse in Runeblood,The Hunted,normal,HNT254,+919.4%,listing/low,,,,,,
Dragon Power (Blue),The Hunted,normal,HNT079,+650.0%,listing/low,,,,,,
Dragon Power (Red),The Hunted,normal,HNT077,+400.0%,listing/low,,,,,,
Dragon Power (Yellow),The Hunted,normal,HNT078,+400.0%,listing/low,,,,,,
Dual Threat,The Hunted,normal,HNT223,+4.0%,listing/low,,,,,,
Dust Runner Outlaw (Red),The Hunted,normal,HNT066,-50.0%,listing/low,,,,,,
Enchanted Quiver,The Hunted,normal,HNT252,+647.1%,listing/low,,,,,,
Extinguish the Flames,The Hunted,normal,HNT031,+300.0%,listing/low,,,,,,
"Fang, Dracai of Blades",The Hunted,normal,HNT098,+233.3%,listing/low,,,,,,
Fealty,The Hunted,normal,HNT167,+472.7%,listing/low,,,,,,
Fire and Brimstone,The Hunted,normal,HNT105,+650.0%,listing/low,,,,,,
Fire Tenet: Strike First (Blue),The Hunted,normal,HNT085,+150.0%,listing/low,,,,,,
Fire Tenet: Strike First (Red),The Hunted,normal,HNT083,+150.0%,listing/low,,,,,,
Fire Tenet: Strike First (Yellow),The Hunted,normal,HNT084,+300.0%,listing/low,,,,,,
Flurry Stance,The Hunted,normal,HNT126,+400.0%,listing/low,,,,,,
For the Dracai,The Hunted,normal,HNT158,+400.0%,listing/low,,,,,,
For the Emperor,The Hunted,normal,HNT159,+100.0%,listing/low,,,,,,
For the Realm,The Hunted,normal,HNT160,+150.0%,listing/low,,,,,,
Grow Claws (Blue),The Hunted,normal,HNT088,+150.0%,listing/low,,,,,,
Grow Claws (Red),The Hunted,normal,HNT086,+150.0%,listing/low,,,,,,
Grow Claws (Yellow),The Hunted,normal,HNT087,-50.0%,listing/low,,,,,,
Grow Wings (Blue),The Hunted,normal,HNT091,+150.0%,listing/low,,,,,,
Grow Wings (Red),The Hunted,normal,HNT089,+150.0%,listing/low,,,,,,
Grow Wings (Yellow),The Hunted,normal,HNT090,+300.0%,listing/low,,,,,,
Hand of Vengeance,The Hunted,normal,HNT146,+150.0%,listing/low,,,,,,
Heart of Vengeance,The Hunted,normal,HNT145,+150.0%,listing/low,,,,,,
Hunt a Killer (Blue),The Hunted,normal,HNT133,+150.0%,listing/low,,,,,,
Hunt a Killer (Red),The Hunted,normal,HNT131,,,,,,,,
Hunt a Killer (Yellow),The Hunted,normal,HNT132,+150.0%,listing/low,,,,,,
Hunt the Hunter,The Hunted,normal,HNT161,+400.0%,listing/low,,,,,,
Hunt to the Ends of Rathe,The Hunted,normal,HNT152,+400.0%,listing/low,,,,,,
Hunt's End,The Hunted,normal,HNT101,+97.4%,listing/low,,,,,,
Hunter's Klaive,The Hunted,normal,HNT009,+43.0%,listing/low,,,,,,
Ignite,The Hunted,normal,HNT058,+256.1%,listing/low,,,,,,
Imperial Seal of Command,The Hunted,normal,HNT228,+600.0%,listing/low,,,,,,
Incision (Blue),The Hunted,normal,HNT207,+300.0%,listing/low,,,,,,
Incision (Red),The Hunted,normal,HNT205,+350.0%,listing/low,,,,,,
Incision (Yellow),The Hunted,normal,HNT206,+150.0%,listing/low,,,,,,
Jagged Edge,The Hunted,normal,HNT116,+645.6%,listing/low,,,,,,
Kiss of Death,The Hunted,normal,HNT012,+45.8%,listing/low,,,,,,
Knife through Butter (Blue),The Hunted,normal,HNT136,+150.0%,listing/low,,,,,,
Knife through Butter (Red),The Hunted,normal,HNT134,,,,,,,,
Knife through Butter (Yellow),The Hunted,normal,HNT135,+150.0%,listing/low,,,,,,
Lava Vein Loyalty (Red),The Hunted,normal,HNT068,,,,,,,,
Lay Low,The Hunted,normal,HNT236,+400.0%,listing/low,,,,,,
Leap Frog Gloves,The Hunted,normal,HNT171,+150.0%,listing/low,,,,,,
Leap Frog Leggings,The Hunted,normal,HNT172,+150.0%,listing/low,,,,,,
Leap Frog Slime Skin,The Hunted,normal,HNT170,-50.0%,listing/low,,,,,,
Leap Frog Vocal Sac,The Hunted,normal,HNT169,+150.0%,listing/low,,,,,,
Long Whisker Loyalty,The Hunted,normal,HNT102,+412.5%,listing/low,,,,,,
Loyalty Beyond the Grave,The Hunted,normal,HNT150,+107.4%,listing/low,,,,,,
Mark of the Black Widow (Blue),The Hunted,normal,HNT034,+200.0%,listing/low,,,,,,
Mark of the Black Widow (Red),The Hunted,normal,HNT032,+150.0%,listing/low,,,,,,
Mark of the Black Widow (Yellow),The Hunted,normal,HNT033,+400.0%,listing/low,,,,,,
Mark of the Funnel Web (Blue),The Hunted,normal,HNT037,+50.0%,listing/low,,,,,,
Mark of the Funnel Web (Red),The Hunted,normal,HNT035,+200.0%,listing/low,,,,,,
Mark of the Funnel Web (Yellow),The Hunted,normal,HNT036,+300.0%,listing/low,,,,,,
Mark the Prey (Blue),The Hunted,normal,HNT040,,,,,,,,
Mark the Prey (Red),The Hunted,normal,HNT038,+0.0%,listing/low,,,,,,
Mark the Prey (Yellow),The Hunted,normal,HNT039,+400.0%,listing/low,,,,,,
Misfire Dampener,The Hunted,normal,HNT250,+341.2%,listing/low,,,,,,
Null Time Zone,The Hunted,normal,HNT251,+133.9%,listing/low,,,,,,
Oath of Loyalty,The Hunted,normal,HNT149,+57.0%,listing/low,,,,,,
Orb-Weaver Spinneret (Blue),The Hunted,normal,HNT028,+750.0%,listing/low,,,,,,
Orb-Weaver Spinneret (Red),The Hunted,normal,HNT026,+338.6%,listing/low,,,,,,
Orb-Weaver Spinneret (Yellow),The Hunted,normal,HNT027,+400.0%,listing/low,,,,,,
Outed,The Hunted,normal,HNT235,+250.0%,listing/low,,,,,,
Pain in the Backside,The Hunted,normal,HNT174,+6.4%,listing/low,,,,,,
Path of Vengeance,The Hunted,normal,HNT147,+100.0%,listing/low,,,,,,
Perforate,The Hunted,normal,HNT197,+91.3%,listing/low,,,,,,
Pick Up the Point (Blue),The Hunted,normal,HNT184,+400.0%,listing/low,,,,,,
Pick Up the Point (Red),The Hunted,normal,HNT182,+400.0%,listing/low,,,,,,
Pick Up the Point (Yellow),The Hunted,normal,HNT183,+50.0%,listing/low,,,,,,
Plunge the Prospect (Blue),The Hunted,normal,HNT043,+100.0%,listing/low,,,,,,
Plunge the Prospect (Red),The Hunted,normal,HNT041,+150.0%,listing/low,,,,,,
Plunge the Prospect (Yellow),The Hunted,normal,HNT042,+150.0%,listing/low,,,,,,
Point of Engagement (Blue),The Hunted,normal,HNT139,+300.0%,listing/low,,,,,,
Point of Engagement (Red),The Hunted,normal,HNT137,+150.0%,listing/low,,,,,,
Point of Engagement (Yellow),The Hunted,normal,HNT138,+150.0%,listing/low,,,,,,
Poisoned Blade (Blue),The Hunted,normal,HNT187,+150.0%,listing/low,,,,,,
Poisoned Blade (Red),The Hunted,normal,HNT185,+200.0%,listing/low,,,,,,
Poisoned Blade (Yellow),The Hunted,normal,HNT186,+150.0%,listing/low,,,,,,
Power Stance,The Hunted,normal,HNT127,+233.3%,listing/low,,,,,,
Proclaim Vengeance,The Hunted,normal,HNT165,+50.0%,listing/low,,,,,,
Provoke,The Hunted,normal,HNT117,+162.2%,listing/low,,,,,,
Prowess of Agility,The Hunted,normal,HNT073,+481.8%,listing/low,,,,,,
Public Bounty (Blue),The Hunted,normal,HNT243,+150.0%,listing/low,,,,,,
Public Bounty (Red),The Hunted,normal,HNT241,+150.0%,listing/low,,,,,,
Public Bounty (Yellow),The Hunted,normal,HNT242,+150.0%,listing/low,,,,,,
Razor's Edge (Red),The Hunted,normal,HNT050,+200.0%,listing/low,,,,,,
Reaper's Call (Blue),The Hunted,normal,HNT046,,,,,,,,
Reaper's Call (Red),The Hunted,normal,HNT044,+150.0%,listing/low,,,,,,
Reaper's Call (Yellow),The Hunted,normal,HNT045,+150.0%,listing/low,,,,,,
Red Alert Boots,The Hunted,normal,HNT195,+150.0%,listing/low,,,,,,
Red Alert Gloves,The Hunted,normal,HNT194,+150.0%,listing/low,,,,,,
Red Alert Vest,The Hunted,normal,HNT193,+150.0%,listing/low,,,,,,
Red Alert Visor,The Hunted,normal,HNT192,+50.0%,listing/low,,,,,,
Retrace the Past,The Hunted,normal,HNT249,+46.1%,listing/low,,,,,,
Ring of Roses,The Hunted,normal,HNT256,+47.1%,listing/low,,,,,,
Roiling Fissure,The Hunted,normal,HNT248,+589.7%,listing/low,,,,,,
Ronin Renegade (Red),The Hunted,normal,HNT070,+150.0%,listing/low,,,,,,
Rotten Remains,The Hunted,normal,HNT221,+425.4%,listing/low,,,,,,
Savor Bloodshed,The Hunted,normal,HNT198,+16.6%,listing/low,,,,,,
Scar Tissue (Blue),The Hunted,normal,HNT210,+150.0%,listing/low,,,,,,
Scar Tissue (Red),The Hunted,normal,HNT208,+550.0%,listing/low,,,,,,
Scar Tissue (Yellow),The Hunted,normal,HNT209,+400.0%,listing/low,,,,,,
Scuttle the Canal (Blue),The Hunted,normal,HNT049,+150.0%,listing/low,,,,,,
Scuttle the Canal (Red),The Hunted,normal,HNT047,+150.0%,listing/low,,,,,,
Scuttle the Canal (Yellow),The Hunted,normal,HNT048,+300.0%,listing/low,,,,,,
Sharpened Senses,The Hunted,normal,HNT118,+371.0%,listing/low,,,,,,
Shelter from the Storm,The Hunted,normal,HNT222,+1.6%,listing/low,,,,,,
Silver Talons (Blue),The Hunted,normal,HNT082,+150.0%,listing/low,,,,,,
Silver Talons (Red),The Hunted,normal,HNT080,+350.0%,listing/low,,,,,,
Silver Talons (Yellow),The Hunted,normal,HNT081,+350.0%,listing/low,,,,,,
Spur Locked,The Hunted,normal,HNT255,+127.3%,listing/low,,,,,,
Stains of the Redback (Blue),The Hunted,normal,HNT025,+650.0%,listing/low,,,,,,
Stains of the Redback (Red),The Hunted,normal,HNT023,+150.0%,listing/low,,,,,,
Stains of the Redback (Yellow),The Hunted,normal,HNT024,+500.0%,listing/low,,,,,,
Starting Point,The Hunted,normal,HNT196,+50.0%,listing/low,,,,,,
Sworn Vengeance (Blue),The Hunted,normal,HNT142,+150.0%,listing/low,,,,,,
Sworn Vengeance (Red),The Hunted,normal,HNT140,+150.0%,listing/low,,,,,,
Sworn Vengeance (Yellow),The Hunted,normal,HNT141,+150.0%,listing/low,,,,,,
Tag the Target (Blue),The Hunted,normal,HNT094,+400.0%,listing/low,,,,,,
Tag the Target (Red),The Hunted,normal,HNT092,+150.0%,listing/low,,,,,,
Tag the Target (Yellow),The Hunted,normal,HNT093,+0.0%,listing/low,,,,,,
Take a Stab (Blue),The Hunted,normal,HNT213,+150.0%,listing/low,,,,,,
Take a Stab (Red),The Hunted,normal,HNT211,+150.0%,listing/low,,,,,,
Take a Stab (Yellow),The Hunted,normal,HNT212,+150.0%,listing/low,,,,,,
Take Up the Mantle,The Hunted,normal,HNT014,-41.9%,listing/low,,,,,,
Tarantula Toxin,The Hunted,normal,HNT015,+32.5%,listing/low,,,,,,
Thick Hide Hunter,The Hunted,normal,HNT246,+177.5%,listing/low,,,,,,
Throw Dagger,The Hunted,normal,HNT175,+7.4%,listing/low,,,,,,
Throw Yourself at Them (Blue),The Hunted,normal,HNT190,+50.0%,listing/low,,,,,,
Throw Yourself at Them (Red),The Hunted,normal,HNT188,+150.0%,listing/low,,,,,,
Throw Yourself at Them (Yellow),The Hunted,normal,HNT189,+150.0%,listing/low,,,,,,
Tip-Off (Blue),The Hunted,normal,HNT234,+150.0%,listing/low,,,,,,
Tip-Off (Red),The Hunted,normal,HNT232,+150.0%,listing/low,,,,,,
Tip-Off (Yellow),The Hunted,normal,HNT233,+150.0%,listing/low,,,,,,
To the Point (Blue),The Hunted,normal,HNT201,+150.0%,listing/low,,,,,,
To the Point (Red),The Hunted,normal,HNT199,+500.0%,listing/low,,,,,,
To the Point (Yellow),The Hunted,normal,HNT200,+150.0%,listing/low,,,,,,
Trap and Release (Blue),The Hunted,normal,HNT097,+250.0%,listing/low,,,,,,
Trap and Release (Red),The Hunted,normal,HNT095,+150.0%,listing/low,,,,,,
Trap and Release (Yellow),The Hunted,normal,HNT096,+150.0%,listing/low,,,,,,
Tremorshield Sabatons,The Hunted,normal,HNT247,+135.3%,listing/low,,,,,,
Twist and Turn (Blue),The Hunted,normal,HNT124,+400.0%,listing/low,,,,,,
Twist and Turn (Red),The Hunted,normal,HNT122,+400.0%,listing/low,,,,,,
Twist and Turn (Yellow),The Hunted,normal,HNT123,+900.0%,listing/low,,,,,,
Two Sides to the Blade,The Hunted,normal,HNT051,+150.0%,listing/low,,,,,,
Under the Trap-Door,The Hunted,normal,HNT013,+2462.1%,listing/low,,,,,,
Up Sticks and Run (Blue),The Hunted,normal,HNT181,+400.0%,listing/low,,,,,,
Up Sticks and Run (Red),The Hunted,normal,HNT179,+3400.0%,listing/low,,,,,,
Up Sticks and Run (Yellow),The Hunted,normal,HNT180,+350.0%,listing/low,,,,,,
Vow of Vengeance,The Hunted,normal,HNT144,+150.0%,listing/low,,,,,,
War Cry of Bellona,The Hunted,normal,HNT258,+929.4%,listing/low,,,,,,
War Cry of Themis,The Hunted,normal,HNT257,+187.0%,listing/low,,,,,,
Whittle from Bone (Blue),The Hunted,normal,HNT022,+400.0%,listing/low,,,,,,
Whittle from Bone (Red),The Hunted,normal,HNT020,+400.0%,listing/low,,,,,,
Whittle from Bone (Yellow),The Hunted,normal,HNT021,+400.0%,listing/low,,,,,,
Amulet of Ice,Armory Deck: Jarl Vetreidi,normal,,+783.3%,listing/low,,,,,,
Autumn's Touch (Blue),Armory Deck: Jarl Vetreidi,normal,,+1150.0%,listing/low,,,,,,
Buckling Blow (Red),Armory Deck: Jarl Vetreidi,normal,,+316.7%,listing/low,,,,,,
Channel Mount Isen,Armory Deck: Jarl Vetreidi,normal,,+16.8%,listing/low,,,,,,
Crumble to Eternity,Armory Deck: Jarl Vetreidi,normal,,+485.6%,listing/low,,,,,,
Earth Form (Red),Armory Deck: Jarl Vetreidi,normal,,+1150.0%,listing/low,,,,,,
Emerging Avalanche (Blue),Armory Deck: Jarl Vetreidi,normal,,+650.0%,listing/low,,,,,,
Exposed to the Elements,Armory Deck: Jarl Vetreidi,normal,,+166.7%,listing/low,,,,,,
Frozen to Death,Armory Deck: Jarl Vetreidi,normal,,+1178.9%,listing/low,,,,,,
Glacial Footsteps (Blue),Armory Deck: Jarl Vetreidi,normal,,+1650.0%,listing/low,,,,,,
Icy Encounter (Red),Armory Deck: Jarl Vetreidi,normal,,+283.3%,listing/low,,,,,,
Mangle,Armory Deck: Jarl Vetreidi,normal,,+52.2%,listing/low,,,,,,
Polar Blast (Blue),Armory Deck: Jarl Vetreidi,normal,,+316.7%,listing/low,,,,,,
Sigil of Earth,Armory Deck: Jarl Vetreidi,normal,,+316.7%,listing/low,,,,,,
Snow Under (Red),Armory Deck: Jarl Vetreidi,normal,,+650.0%,listing/low,,,,,,
Steelbraid Buckler,Armory Deck: Jarl Vetreidi,normal,,-6.2%,listing/low,,,,,,
Strength of Sequoia (Blue),Armory Deck: Jarl Vetreidi,normal,,+650.0%,listing/low,,,,,,
Strong Yield (Blue),Armory Deck: Jarl Vetreidi,normal,,+650.0%,listing/low,,,,,,
Unforgetting Unforgiving,Armory Deck: Jarl Vetreidi,normal,,+294.7%,listing/low,,,,,,
Winter's Bite (Blue),Armory Deck: Jarl Vetreidi,normal,,+372.7%,listing/low,,,,,,
Winter's Grasp (Blue),Armory Deck: Jarl Vetreidi,normal,,+316.7%,listing/low,,,,,,
Boom Grenade (Red),Armory Deck: Dash,normal,,+316.7%,listing/low,,,,,,
Boom Grenade (Yellow),Armory Deck: Dash,normal,,+1150.0%,listing/low,,,,,,
Cerebellum Processor,Armory Deck: Dash,normal,,-18.4%,listing/low,,,,,,
Dash I/O,Armory Deck: Dash,normal,,+194.1%,listing/low,,,,,,
Data Link (Blue),Armory Deck: Dash,normal,,+316.7%,listing/low,,,,,,
Data Link (Red),Armory Deck: Dash,normal,,+316.7%,listing/low,,,,,,
Dissolving Shield (Red),Armory Deck: Dash,normal,,+316.7%,listing/low,,,,,,
Dive Through Data (Red),Armory Deck: Dash,normal,,+1150.0%,listing/low,,,,,,
Maximum Velocity,Armory Deck: Dash,normal,,+117.4%,listing/low,,,,,,
Steam Canister,Armory Deck: Dash,normal,,+100.0%,listing/low,,,,,,
Symbiosis Shot,Armory Deck: Dash,normal,,+4650.0%,listing/low,,,,,,
Throttle (Red),Armory Deck: Dash,normal,,+233.3%,listing/low,,,,,,
Zero to Sixty (Blue),Armory Deck: Dash,normal,,+900.0%,listing/low,,,,,,
Zero to Sixty (Red),Armory Deck: Dash,normal,,+233.3%,listing/low,,,,,,
Zero to Sixty (Yellow),Armory Deck: Dash,normal,,+233.3%,listing/low,,,,,,
Zipper Hit (Blue),Armory Deck: Dash,normal,,+900.0%,listing/low,,,,,,
Zipper Hit (Red),Armory Deck: Dash,normal,,+233.3%,listing/low,,,,,,
Zipper Hit (Yellow),Armory Deck: Dash,normal,,+900.0%,listing/low,,,,,,
Adaptive Dissolver,Rosetta,normal,ROS246,+19.7%,listing/low,,,,,,
Aether Quickening (Blue),Rosetta,normal,ROS185,+50.0%,listing/low,,,,,,
Aether Quickening (Red),Rosetta,normal,ROS183,+150.0%,listing/low,,,,,,
Aether Quickening (Yellow),Rosetta,normal,ROS184,+0.0%,listing/low,,,,,,
