# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Path of Vengeance,The Hunted,normal,HNT147,-50.0%,low/listing,,,,,,
Perforate,The Hunted,normal,HNT197,-47.7%,low/listing,,,,,,
Pick Up the Point (Blue),The Hunted,normal,HNT184,-80.0%,low/listing,,,,,,
Pick Up the Point (Red),The Hunted,normal,HNT182,-80.0%,low/listing,,,,,,
Pick Up the Point (Yellow),The Hunted,normal,HNT183,-33.3%,low/listing,,,,,,
Plunge the Prospect (Blue),The Hunted,normal,HNT043,-50.0%,low/listing,,,,,,
Plunge the Prospect (Red),The Hunted,normal,HNT041,-60.0%,low/listing,,,,,,
Plunge the Prospect (Yellow),The Hunted,normal,HNT042,-60.0%,low/listing,,,,,,
Point of Engagement (Blue),The Hunted,normal,HNT139,-75.0%,low/listing,,,,,,
Point of Engagement (Red),The Hunted,normal,HNT137,-60.0%,low/listing,,,,,,
Point of Engagement (Yellow),The Hunted,normal,HNT138,-60.0%,low/listing,,,,,,
Poisoned Blade (Blue),The Hunted,normal,HNT187,-60.0%,low/listing,,,,,,
Poisoned Blade (Red),The Hunted,normal,HNT185,-66.7%,low/listing,,,,,,
Poisoned Blade (Yellow),The Hunted,normal,HNT186,-60.0%,low/listing,,,,,,
Power Stance,The Hunted,normal,HNT127,-70.0%,low/listing,,,,,,
Proclaim Vengeance,The Hunted,normal,HNT165,-33.3%,low/listing,,,,,,
Provoke,The Hunted,normal,HNT117,-61.9%,low/listing,,,,,,
Prowess of Agility,The Hunted,normal,HNT073,-82.8%,low/listing,,,,,,
Public Bounty (Blue),The Hunted,normal,HNT243,-60.0%,low/listing,,,,,,
Public Bounty (Red),The Hunted,normal,HNT241,-60.0%,low/listing,,,,,,
Public Bounty (Yellow),The Hunted,normal,HNT242,-60.0%,low/listing,,,,,,
Razor's Edge (Red),The Hunted,normal,HNT050,-66.7%,low/listing,,,,,,
Reaper's Call (Blue),The Hunted,normal,HNT046,,,,,,,,
Reaper's Call (Red),The Hunted,normal,HNT044,-60.0%,low/listing,,,,,,
Reaper's Call (Yellow),The Hunted,normal,HNT045,-60.0%,low/listing,,,,,,
Red Alert Boots,The Hunted,normal,HNT195,-60.0%,low/listing,,,,,,
Red Alert Gloves,The Hunted,normal,HNT194,-60.0%,low/listing,,,,,,
Red Alert Vest,The Hunted,normal,HNT193,-60.0%,low/listing,,,,,,
Red Alert Visor,The Hunted,normal,HNT192,-33.3%,low/listing,,,,,,
Retrace the Past,The Hunted,normal,HNT249,-31.5%,low/listing,,,,,,
Ring of Roses,The Hunted,normal,HNT256,-32.0%,low/listing,,,,,,
Roiling Fissure,The Hunted,normal,HNT248,-85.5%,low/listing,,,,,,
Ronin Renegade (Red),The Hunted,normal,HNT070,-60.0%,low/listing,,,,,,
Rotten Remains,The Hunted,normal,HNT221,-81.0%,low/listing,,,,,,
Savor Bloodshed,The Hunted,normal,HNT198,-14.3%,low/listing,,,,,,
Scar Tissue (Blue),The Hunted,normal,HNT210,-60.0%,low/listing,,,,,,
Scar Tissue (Red),The Hunted,normal,HNT208,-84.6%,low/listing,,,,,,
Scar Tissue (Yellow),The Hunted,normal,HNT209,-80.0%,low/listing,,,,,,
Scuttle the Canal (Blue),The Hunted,normal,HNT049,-60.0%,low/listing,,,,,,
Scuttle the Canal (Red),The Hunted,normal,HNT047,-60.0%,low/listing,,,,,,
Scuttle the Canal (Yellow),The Hunted,normal,HNT048,-75.0%,low/listing,,,,,,
Sharpened Senses,The Hunted,normal,HNT118,-78.8%,low/listing,,,,,,
Shelter from the Storm,The Hunted,normal,HNT222,-1.6%,low/listing,,,,,,
Silver Talons (Blue),The Hunted,normal,HNT082,-60.0%,low/listing,,,,,,
Silver Talons (Red),The Hunted,normal,HNT080,-77.8%,low/listing,,,,,,
Silver Talons (Yellow),The Hunted,normal,HNT081,-77.8%,low/listing,,,,,,
Spur Locked,The Hunted,normal,HNT255,-56.0%,low/listing,,,,,,
Stains of the Redback (Blue),The Hunted,normal,HNT025,-86.7%,low/listing,,,,,,
Stains of the Redback (Red),The Hunted,normal,HNT023,-60.0%,low/listing,,,,,,
Stains of the Redback (Yellow),The Hunted,normal,HNT024,-83.3%,low/listing,,,,,,
Starting Point,The Hunted,normal,HNT196,-33.3%,low/listing,,,,,,
Sworn Vengeance (Blue),The Hunted,normal,HNT142,-60.0%,low/listing,,,,,,
Sworn Vengeance (Red),The Hunted,normal,HNT140,-60.0%,low/listing,,,,,,
Sworn Vengeance (Yellow),The Hunted,normal,HNT141,-60.0%,low/listing,,,,,,
Tag the Target (Blue),The Hunted,normal,HNT094,-80.0%,low/listing,,,,,,
Tag the Target (Red),The Hunted,normal,HNT092,-60.0%,low/listing,,,,,,
Tag the Target (Yellow),The Hunted,normal,HNT093,+0.0%,low/listing,,,,,,
Take a Stab (Blue),The Hunted,normal,HNT213,-60.0%,low/listing,,,,,,
Take a Stab (Red),The Hunted,normal,HNT211,-60.0%,low/listing,,,,,,
Take a Stab (Yellow),The Hunted,normal,HNT212,-60.0%,low/listing,,,,,,
Take Up the Mantle,The Hunted,normal,HNT014,+72.0%,low/listing,,,,,,
Tarantula Toxin,The Hunted,normal,HNT015,-24.5%,low/listing,,,,,,
Thick Hide Hunter,The Hunted,normal,HNT246,-64.0%,low/listing,,,,,,
Throw Dagger,The Hunted,normal,HNT175,-6.9%,low/listing,,,,,,
Throw Yourself at Them (Blue),The Hunted,normal,HNT190,-33.3%,low/listing,,,,,,
Throw Yourself at Them (Red),The Hunted,normal,HNT188,-60.0%,low/listing,,,,,,
Throw Yourself at Them (Yellow),The Hunted,normal,HNT189,-60.0%,low/listing,,,,,,
Tip-Off (Blue),The Hunted,normal,HNT234,-60.0%,low/listing,,,,,,
Tip-Off (Red),The Hunted,normal,HNT232,-60.0%,low/listing,,,,,,
Tip-Off (Yellow),The Hunted,normal,HNT233,-60.0%,low/listing,,,,,,
To the Point (Blue),The Hunted,normal,HNT201,-60.0%,low/listing,,,,,,
To the Point (Red),The Hunted,normal,HNT199,-83.3%,low/listing,,,,,,
To the Point (Yellow),The Hunted,normal,HNT200,-60.0%,low/listing,,,,,,
Trap and Release (Blue),The Hunted,normal,HNT097,-71.4%,low/listing,,,,,,
Trap and Release (Red),The Hunted,normal,HNT095,-60.0%,low/listing,,,,,,
Trap and Release (Yellow),The Hunted,normal,HNT096,-60.0%,low/listing,,,,,,
Tremorshield Sabatons,The Hunted,normal,HNT247,-57.5%,low/listing,,,,,,
Twist and Turn (Blue),The Hunted,normal,HNT124,-80.0%,low/listing,,,,,,
Twist and Turn (Red),The Hunted,normal,HNT122,-80.0%,low/listing,,,,,,
Twist and Turn (Yellow),The Hunted,normal,HNT123,-90.0%,low/listing,,,,,,
Two Sides to the Blade,The Hunted,normal,HNT051,-60.0%,low/listing,,,,,,
Under the Trap-Door,The Hunted,normal,HNT013,-96.1%,low/listing,,,,,,
Up Sticks and Run (Blue),The Hunted,normal,HNT181,-80.0%,low/listing,,,,,,
Up Sticks and Run (Red),The Hunted,normal,HNT179,-97.1%,low/listing,,,,,,
Up Sticks and Run (Yellow),The Hunted,normal,HNT180,-77.8%,low/listing,,,,,,
Vow of Vengeance,The Hunted,normal,HNT144,-60.0%,low/listing,,,,,,
War Cry of Bellona,The Hunted,normal,HNT258,-90.3%,low/listing,,,,,,
War Cry of Themis,The Hunted,normal,HNT257,-65.2%,low/listing,,,,,,
Whittle from Bone (Blue),The Hunted,normal,HNT022,-80.0%,low/listing,,,,,,
Whittle from Bone (Red),The Hunted,normal,HNT020,-80.0%,low/listing,,,,,,
Whittle from Bone (Yellow),The Hunted,normal,HNT021,-80.0%,low/listing,,,,,,
Amulet of Ice,Armory Deck: Jarl Vetreidi,normal,,-88.7%,low/listing,,,,,,
Autumn's Touch (Blue),Armory Deck: Jarl Vetreidi,normal,,-92.0%,low/listing,,,,,,
Buckling Blow (Red),Armory Deck: Jarl Vetreidi,normal,,-76.0%,low/listing,,,,,,
Channel Mount Isen,Armory Deck: Jarl Vetreidi,normal,,-14.4%,low/listing,,,,,,
Crumble to Eternity,Armory Deck: Jarl Vetreidi,normal,,-82.9%,low/listing,,,,,,
Earth Form (Red),Armory Deck: Jarl Vetreidi,normal,,-92.0%,low/listing,,,,,,
Emerging Avalanche (Blue),Armory Deck: Jarl Vetreidi,normal,,-86.7%,low/listing,,,,,,
Exposed to the Elements,Armory Deck: Jarl Vetreidi,normal,,-62.5%,low/listing,,,,,,
Frozen to Death,Armory Deck: Jarl Vetreidi,normal,,-92.2%,low/listing,,,,,,
Glacial Footsteps (Blue),Armory Deck: Jarl Vetreidi,normal,,-94.3%,low/listing,,,,,,
Icy Encounter (Red),Armory Deck: Jarl Vetreidi,normal,,-73.9%,low/listing,,,,,,
Mangle,Armory Deck: Jarl Vetreidi,normal,,-34.3%,low/listing,,,,,,
Polar Blast (Blue),Armory Deck: Jarl Vetreidi,normal,,-76.0%,low/listing,,,,,,
Sigil of Earth,Armory Deck: Jarl Vetreidi,normal,,-76.0%,low/listing,,,,,,
Snow Under (Red),Armory Deck: Jarl Vetreidi,normal,,-86.7%,low/listing,,,,,,
Steelbraid Buckler,Armory Deck: Jarl Vetreidi,normal,,+6.7%,low/listing,,,,,,
Strength of Sequoia (Blue),Armory Deck: Jarl Vetreidi,normal,,-86.7%,low/listing,,,,,,
Strong Yield (Blue),Armory Deck: Jarl Vetreidi,normal,,-86.7%,low/listing,,,,,,
Unforgetting Unforgiving,Armory Deck: Jarl Vetreidi,normal,,-74.7%,low/listing,,,,,,
Winter's Bite (Blue),Armory Deck: Jarl Vetreidi,normal,,-78.8%,low/listing,,,,,,
Winter's Grasp (Blue),Armory Deck: Jarl Vetreidi,normal,,-76.0%,low/listing,,,,,,
Boom Grenade (Red),Armory Deck: Dash,normal,,-76.0%,low/listing,,,,,,
Boom Grenade (Yellow),Armory Deck: Dash,normal,,-92.0%,low/listing,,,,,,
Cerebellum Processor,Armory Deck: Dash,normal,,+22.6%,low/listing,,,,,,
Dash I/O,Armory Deck: Dash,normal,,-66.0%,low/listing,,,,,,
Data Link (Blue),Armory Deck: Dash,normal,,-76.0%,low/listing,,,,,,
Data Link (Red),Armory Deck: Dash,normal,,-76.0%,low/listing,,,,,,
Dissolving Shield (Red),Armory Deck: Dash,normal,,-76.0%,low/listing,,,,,,
Dive Through Data (Red),Armory Deck: Dash,normal,,-92.0%,low/listing,,,,,,
Maximum Velocity,Armory Deck: Dash,normal,,-54.0%,low/listing,,,,,,
Steam Canister,Armory Deck: Dash,normal,,-50.0%,low/listing,,,,,,
Symbiosis Shot,Armory Deck: Dash,normal,,-97.9%,low/listing,,,,,,
Throttle (Red),Armory Deck: Dash,normal,,-70.0%,low/listing,,,,,,
Zero to Sixty (Blue),Armory Deck: Dash,normal,,-90.0%,low/listing,,,,,,
Zero to Sixty (Red),Armory Deck: Dash,normal,,-70.0%,low/listing,,,,,,
Zero to Sixty (Yellow),Armory Deck: Dash,normal,,-70.0%,low/listing,,,,,,
Zipper Hit (Blue),Armory Deck: Dash,normal,,-90.0%,low/listing,,,,,,
Zipper Hit (Red),Armory Deck: Dash,normal,,-70.0%,low/listing,,,,,,
Zipper Hit (Yellow),Armory Deck: Dash,normal,,-90.0%,low/listing,,,,,,
Adaptive Dissolver,Rosetta,normal,ROS246,-16.5%,low/listing,,,,,,
Aether Quickening (Blue),Rosetta,normal,ROS185,-33.3%,low/listing,,,,,,
Aether Quickening (Red),Rosetta,normal,ROS183,-60.0%,low/listing,,,,,,
Aether Quickening (Yellow),Rosetta,normal,ROS184,+0.0%,low/listing,,,,,,
Arc Lightning,Rosetta,normal,ROS010,-83.2%,low/listing,,,,,,
Arcane Cussing (Blue),Rosetta,normal,ROS154,-33.3%,low/listing,,,,,,
Arcane Cussing (Red),Rosetta,normal,ROS152,-33.3%,low/listing,,,,,,
Arcane Cussing (Yellow),Rosetta,normal,ROS153,+0.0%,low/listing,,,,,,
Arcane Polarity (Blue),Rosetta,normal,ROS233,+0.0%,low/listing,,,,,,
Arcane Polarity (Red),Rosetta,normal,ROS231,-63.2%,low/listing,,,,,,
Arcane Polarity (Yellow),Rosetta,normal,ROS232,-50.0%,low/listing,,,,,,
Arcane Seeds // Life,Rosetta,normal,ROS006,-81.8%,low/listing,,,,,,
Arcane Twining (Blue),Rosetta,normal,ROS188,-83.3%,low/listing,,,,,,
Arcane Twining (Red),Rosetta,normal,ROS186,+0.0%,low/listing,,,,,,
Arcane Twining (Yellow),Rosetta,normal,ROS187,+0.0%,low/listing,,,,,,
Arcanic Spike (Blue),Rosetta,normal,ROS136,+0.0%,low/listing,,,,,,
Arcanic Spike (Red),Rosetta,normal,ROS134,+0.0%,low/listing,,,,,,
Arcanic Spike (Yellow),Rosetta,normal,ROS135,+0.0%,low/listing,,,,,,
"Aurora, Shooting Star",Rosetta,normal,ROS007,-85.0%,low/listing,,,,,,
Autumn's Touch (Blue),Rosetta,normal,ROS048,-80.0%,low/listing,,,,,,
Autumn's Touch (Red),Rosetta,normal,ROS046,-60.0%,low/listing,,,,,,
Autumn's Touch (Yellow),Rosetta,normal,ROS047,+0.0%,low/listing,,,,,,
Blast to Oblivion (Blue),Rosetta,normal,ROS081,-80.0%,low/listing,,,,,,
Blast to Oblivion (Red),Rosetta,normal,ROS079,-86.7%,low/listing,,,,,,
Blast to Oblivion (Yellow),Rosetta,normal,ROS080,-85.7%,low/listing,,,,,,
Bloodtorn Bodice,Rosetta,normal,ROS115,+0.0%,low/listing,,,,,,
Blossoming Decay (Blue),Rosetta,normal,ROS051,+0.0%,low/listing,,,,,,
Blossoming Decay (Red),Rosetta,normal,ROS049,-50.0%,low/listing,,,,,,
Blossoming Decay (Yellow),Rosetta,normal,ROS050,+0.0%,low/listing,,,,,,
Bruised Leather,Rosetta,normal,ROS213,+0.0%,low/listing,,,,,,
Brush Off (Blue),Rosetta,normal,ROS236,+0.0%,low/listing,,,,,,
Brush Off (Red),Rosetta,normal,ROS234,-50.0%,low/listing,,,,,,
Brush Off (Yellow),Rosetta,normal,ROS235,+0.0%,low/listing,,,,,,
Burn Up // Shock,Rosetta,normal,ROS012,-90.9%,low/listing,,,,,,
Cadaverous Tilling (Blue),Rosetta,normal,ROS054,-50.0%,low/listing,,,,,,
Cadaverous Tilling (Red),Rosetta,normal,ROS052,-89.5%,low/listing,,,,,,
Cadaverous Tilling (Yellow),Rosetta,normal,ROS053,+0.0%,low/listing,,,,,,
Call to the Grave,Rosetta,normal,ROS218,+2.6%,low/listing,,,,,,
Calming Cloak,Rosetta,normal,ROS249,-68.7%,low/listing,,,,,,
Calming Gesture,Rosetta,normal,ROS250,-79.0%,low/listing,,,,,,
Channel Lightning Valley,Rosetta,normal,ROS077,-19.6%,low/listing,,,,,,
Channel the Millennium Tree,Rosetta,normal,ROS033,+58.1%,low/listing,,,,,,
Chorus of the Amphitheater (Blue),Rosetta,normal,ROS172,-60.0%,low/listing,,,,,,
Chorus of the Amphitheater (Red),Rosetta,normal,ROS170,-60.0%,low/listing,,,,,,
Chorus of the Amphitheater (Yellow),Rosetta,normal,ROS171,+0.0%,low/listing,,,,,,
Comet Storm // Shock,Rosetta,normal,ROS024,-80.0%,low/listing,,,,,,
Condemn to Slaughter (Blue),Rosetta,normal,ROS129,-89.5%,low/listing,,,,,,
Condemn to Slaughter (Red),Rosetta,normal,ROS127,-77.8%,low/listing,,,,,,
Condemn to Slaughter (Yellow),Rosetta,normal,ROS128,-66.7%,low/listing,,,,,,
Consuming Volition (Blue),Rosetta,normal,ROS139,-33.3%,low/listing,,,,,,
Consuming Volition (Red),Rosetta,normal,ROS137,-33.3%,low/listing,,,,,,
Consuming Volition (Yellow),Rosetta,normal,ROS138,+100.0%,low/listing,,,,,,
Count Your Blessings (Blue),Rosetta,normal,ROS225,-84.6%,low/listing,,,,,,
Count Your Blessings (Red),Rosetta,normal,ROS223,-86.7%,low/listing,,,,,,
Count Your Blessings (Yellow),Rosetta,normal,ROS224,-88.2%,low/listing,,,,,,
Cracked Bauble,Rosetta,normal,ROS238,-60.0%,low/listing,,,,,,
Current Funnel,Rosetta,normal,ROS074,+14.3%,low/listing,,,,,,
Cut Through the Facade,Rosetta,normal,ROS216,-11.1%,low/listing,,,,,,
Deadwood Dirge (Blue),Rosetta,normal,ROS157,-33.3%,low/listing,,,,,,
Deadwood Dirge (Red),Rosetta,normal,ROS155,-60.0%,low/listing,,,,,,
Deadwood Dirge (Yellow),Rosetta,normal,ROS156,+0.0%,low/listing,,,,,,
Drink 'Em Under the Table,Rosetta,normal,ROS244,-82.7%,low/listing,,,,,,
Dust from the Fertile Fields,Rosetta,normal,ROS252,-43.0%,low/listing,,,,,,
Earth Form (Blue),Rosetta,normal,ROS038,-77.8%,low/listing,,,,,,
Earth Form (Red),Rosetta,normal,ROS036,-77.8%,low/listing,,,,,,
Earth Form (Yellow),Rosetta,normal,ROS037,-71.4%,low/listing,,,,,,
Earth's Embrace,Rosetta,normal,ROS034,-58.5%,low/listing,,,,,,
Eclectic Magnetism,Rosetta,normal,ROS075,-5.0%,low/listing,,,,,,
Electromagnetic Somersault (Blue),Rosetta,normal,ROS087,-80.0%,low/listing,,,,,,
Electromagnetic Somersault (Red),Rosetta,normal,ROS085,-92.0%,low/listing,,,,,,
Electromagnetic Somersault (Yellow),Rosetta,normal,ROS086,-60.0%,low/listing,,,,,,
Electrostatic Discharge (Blue),Rosetta,normal,ROS112,+0.0%,low/listing,,,,,,
Electrostatic Discharge (Red),Rosetta,normal,ROS110,-85.7%,low/listing,,,,,,
Electrostatic Discharge (Yellow),Rosetta,normal,ROS111,-33.3%,low/listing,,,,,,
Embodiment of Earth,Rosetta,normal,ROS025,-77.8%,low/listing,,,,,,
Embodiment of Lightning,Rosetta,normal,ROS026,-62.5%,low/listing,,,,,,
Etchings of Arcana (Blue),Rosetta,normal,ROS191,+0.0%,low/listing,,,,,,
Etchings of Arcana (Red),Rosetta,normal,ROS189,+0.0%,low/listing,,,,,,
Etchings of Arcana (Yellow),Rosetta,normal,ROS190,-50.0%,low/listing,,,,,,
Eternal Inferno,Rosetta,normal,ROS167,-55.9%,low/listing,,,,,,
Exploding Aether (Blue),Rosetta,normal,ROS194,+0.0%,low/listing,,,,,,
Exploding Aether (Red),Rosetta,normal,ROS192,+0.0%,low/listing,,,,,,
Exploding Aether (Yellow),Rosetta,normal,ROS193,-33.3%,low/listing,,,,,,
Felling of the Crown,Rosetta,normal,ROS031,-0.2%,low/listing,,,,,,
Fertile Ground (Blue),Rosetta,normal,ROS069,+0.0%,low/listing,,,,,,
Fertile Ground (Red),Rosetta,normal,ROS067,+0.0%,low/listing,,,,,,
Fertile Ground (Yellow),Rosetta,normal,ROS068,+0.0%,low/listing,,,,,,
Flash (Blue),Rosetta,normal,ROS109,+0.0%,low/listing,,,,,,
Flash (Red),Rosetta,normal,ROS107,+0.0%,low/listing,,,,,,
Flash (Yellow),Rosetta,normal,ROS108,+0.0%,low/listing,,,,,,
Flash of Brilliance,Rosetta,normal,ROS072,+0.0%,low/listing,,,,,,
Flittering Charge (Blue),Rosetta,normal,ROS091,+0.0%,low/listing,,,,,,
Flittering Charge (Red),Rosetta,normal,ROS089,-77.8%,low/listing,,,,,,
Flittering Charge (Yellow),Rosetta,normal,ROS090,+0.0%,low/listing,,,,,,
"Florian, Rotwood Harbinger",Rosetta,normal,ROS001,-88.0%,low/listing,,,,,,
Fluttersteps,Rosetta,normal,ROS251,-32.0%,low/listing,,,,,,
Four Finger Gloves,Rosetta,normal,ROS214,-33.3%,low/listing,,,,,,
Fruits of the Forest (Blue),Rosetta,normal,ROS057,-95.1%,low/listing,,,,,,
Fruits of the Forest (Red),Rosetta,normal,ROS055,-50.0%,low/listing,,,,,,
Fruits of the Forest (Yellow),Rosetta,normal,ROS056,-60.0%,low/listing,,,,,,
Fry (Blue),Rosetta,normal,ROS094,+0.0%,low/listing,,,,,,
Fry (Red),Rosetta,normal,ROS092,-80.0%,low/listing,,,,,,
Fry (Yellow),Rosetta,normal,ROS093,+0.0%,low/listing,,,,,,
Fyendal's Fighting Spirit (Blue),Rosetta,normal,ROS229,+0.0%,low/listing,,,,,,
Fyendal's Fighting Spirit (Yellow),Rosetta,normal,ROS228,+0.0%,low/listing,,,,,,
Germinate,Rosetta,normal,ROS004,+89.0%,low/listing,,,,,,
Glyph Overlay (Blue),Rosetta,normal,ROS175,-60.0%,low/listing,,,,,,
Glyph Overlay (Red),Rosetta,normal,ROS173,-80.0%,low/listing,,,,,,
Glyph Overlay (Yellow),Rosetta,normal,ROS174,-78.0%,low/listing,,,,,,
Gone in a Flash,Rosetta,normal,ROS076,+103.4%,low/listing,,,,,,
Gustwave of the Second Wind,Rosetta,normal,ROS245,-54.3%,low/listing,,,,,,
Hand Behind the Pen,Rosetta,normal,ROS220,-60.0%,low/listing,,,,,,
Harvest Season (Blue),Rosetta,normal,ROS063,-50.0%,low/listing,,,,,,
Harvest Season (Red),Rosetta,normal,ROS061,-60.0%,low/listing,,,,,,
Harvest Season (Yellow),Rosetta,normal,ROS062,-50.0%,low/listing,,,,,,
Haunting Rendition,Rosetta,normal,ROS120,+15.6%,low/listing,,,,,,
Heartbeat of Candlehold,Rosetta,normal,ROS016,+46.7%,low/listing,,,,,,
Heaven's Claws (Blue),Rosetta,normal,ROS097,-50.0%,low/listing,,,,,,
Heaven's Claws (Red),Rosetta,normal,ROS095,-50.0%,low/listing,,,,,,
Heaven's Claws (Yellow),Rosetta,normal,ROS096,+0.0%,low/listing,,,,,,
Helm of Lignum Vitae,Rosetta,normal,ROS029,-50.0%,low/listing,,,,,,
High Voltage,Rosetta,normal,ROS078,-85.8%,low/listing,,,,,,
Hit the High Notes (Blue),Rosetta,normal,ROS142,+0.0%,low/listing,,,,,,
Hit the High Notes (Red),Rosetta,normal,ROS140,+0.0%,low/listing,,,,,,
Hit the High Notes (Yellow),Rosetta,normal,ROS141,+0.0%,low/listing,,,,,,
Hocus Pocus (Blue),Rosetta,normal,ROS145,+0.0%,low/listing,,,,,,
Hocus Pocus (Red),Rosetta,normal,ROS143,-50.0%,low/listing,,,,,,
Hocus Pocus (Yellow),Rosetta,normal,ROS144,+0.0%,low/listing,,,,,,
Hold Focus,Rosetta,normal,ROS165,+0.0%,low/listing,,,,,,
Hood of Second Thoughts,Rosetta,normal,ROS212,-50.0%,low/listing,,,,,,
Ink-lined Cloak,Rosetta,normal,ROS164,+0.0%,low/listing,,,,,,
Lightning Form (Blue),Rosetta,normal,ROS084,+0.0%,low/listing,,,,,,
Lightning Form (Red),Rosetta,normal,ROS082,-71.4%,low/listing,,,,,,
Lightning Form (Yellow),Rosetta,normal,ROS083,-66.7%,low/listing,,,,,,
Lightning Surge (Blue),Rosetta,normal,ROS100,+0.0%,low/listing,,,,,,
Lightning Surge (Red),Rosetta,normal,ROS098,-71.4%,low/listing,,,,,,
Lightning Surge (Yellow),Rosetta,normal,ROS099,+100.0%,low/listing,,,,,,
Machinations of Dominion,Rosetta,normal,ROS118,-48.7%,low/listing,,,,,,
Malefic Incantation (Blue),Rosetta,normal,ROS132,-60.0%,low/listing,,,,,,
Malefic Incantation (Red),Rosetta,normal,ROS130,-88.6%,low/listing,,,,,,
Malefic Incantation (Yellow),Rosetta,normal,ROS131,-97.3%,low/listing,,,,,,
Meat and Greet (Blue),Rosetta,normal,ROS148,-33.3%,low/listing,,,,,,
Meat and Greet (Red),Rosetta,normal,ROS146,+0.0%,low/listing,,,,,,
Meat and Greet (Yellow),Rosetta,normal,ROS147,+0.0%,low/listing,,,,,,
Mental Block,Rosetta,normal,ROS169,-11.5%,low/listing,,,,,,
Null // Shock,Rosetta,normal,ROS023,-63.1%,low/listing,,,,,,
Oath of the Arknight (Blue),Rosetta,normal,ROS160,-60.0%,low/listing,,,,,,
Oath of the Arknight (Red),Rosetta,normal,ROS158,-33.3%,low/listing,,,,,,
Oath of the Arknight (Yellow),Rosetta,normal,ROS159,+0.0%,low/listing,,,,,,
Open the Flood Gates (Blue),Rosetta,normal,ROS197,-60.0%,low/listing,,,,,,
Open the Flood Gates (Red),Rosetta,normal,ROS195,+0.0%,low/listing,,,,,,
"Oscilio, Constella Intelligence",Rosetta,normal,ROS019,-75.0%,low/listing,,,,,,
Overflow the Aetherwell (Blue),Rosetta,normal,ROS200,-60.0%,low/listing,,,,,,
Overflow the Aetherwell (Red),Rosetta,normal,ROS198,+0.0%,low/listing,,,,,,
Overflow the Aetherwell (Yellow),Rosetta,normal,ROS199,+0.0%,low/listing,,,,,,
Perennial Aetherbloom (Blue),Rosetta,normal,ROS203,+0.0%,low/listing,,,,,,
Perennial Aetherbloom (Red),Rosetta,normal,ROS201,+0.0%,low/listing,,,,,,
Perennial Aetherbloom (Yellow),Rosetta,normal,ROS202,+0.0%,low/listing,,,,,,
Photon Splicing (Blue),Rosetta,normal,ROS206,-80.0%,low/listing,,,,,,
Photon Splicing (Red),Rosetta,normal,ROS204,-80.0%,low/listing,,,,,,
Photon Splicing (Yellow),Rosetta,normal,ROS205,+100.0%,low/listing,,,,,,
Plan for the Worst,Rosetta,normal,ROS247,-40.0%,low/listing,,,,,,
Plow Under,Rosetta,normal,ROS032,-34.4%,low/listing,,,,,,
Ponder,Rosetta,normal,ROS237,-60.0%,low/listing,,,,,,
Pop the Bubble (Blue),Rosetta,normal,ROS178,-71.4%,low/listing,,,,,,
Pop the Bubble (Red),Rosetta,normal,ROS176,-60.0%,low/listing,,,,,,
Pop the Bubble (Yellow),Rosetta,normal,ROS177,-60.0%,low/listing,,,,,,
Pulsing Aether // Life,Rosetta,normal,ROS018,-77.8%,low/listing,,,,,,
Rampant Growth // Life,Rosetta,normal,ROS017,+75.4%,low/listing,,,,,,
Regrowth // Shock,Rosetta,normal,ROS253,-29.1%,low/listing,,,,,,
Rootbound Carapace (Blue),Rosetta,normal,ROS044,-60.0%,low/listing,,,,,,
Rootbound Carapace (Red),Rosetta,normal,ROS042,-85.8%,low/listing,,,,,,
Rootbound Carapace (Yellow),Rosetta,normal,ROS043,-92.0%,low/listing,,,,,,
Rosetta Set Art Card,Rosetta,normal,,+22.2%,low/listing,,,,,,
Runaways,Rosetta,normal,ROS215,+100.0%,low/listing,,,,,,
Runehold Release,Rosetta,normal,ROS116,+0.0%,low/listing,,,,,,
Runerager Swarm (Blue),Rosetta,normal,ROS151,-66.7%,low/listing,,,,,,
Runerager Swarm (Red),Rosetta,normal,ROS149,-60.0%,low/listing,,,,,,
Runerager Swarm (Yellow),Rosetta,normal,ROS150,-60.0%,low/listing,,,,,,
Sanctuary of Aria,Rosetta,normal,ROS027,-71.4%,low/listing,,,,,,
Save the Thought (Blue),Rosetta,normal,ROS181,-60.0%,low/listing,,,,,,
Save the Thought (Red),Rosetta,normal,ROS179,-86.7%,low/listing,,,,,,
Save the Thought (Yellow),Rosetta,normal,ROS180,-60.0%,low/listing,,,,,,
Second Strike (Blue),Rosetta,normal,ROS103,+0.0%,low/listing,,,,,,
