# currency: USD
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source
Helm of the Adored,Super Slam,normal,SUP017,0.1,listing,0.25,listing,,,,
Helm of the Adored (Extended Art),Super Slam,foil,,3,listing,2.28,listing,3,listing,,
Heroic Grit,Super Slam,normal,SUP056,0.09,listing,0.2,listing,0.15,listing,,
Heroic Grit,Super Slam,foil,SUP056,0.05,listing,0.4,listing,,,,
Heroic Pose (Blue),Super Slam,normal,SUP059,0.06,listing,0.1,listing,0.15,listing,,
Heroic Pose (Blue),Super Slam,foil,SUP059,0.1,listing,0.35,listing,,,,
Heroic Pose (Red),Super Slam,normal,SUP057,0.09,listing,0.2,listing,0.2,listing,0.2,listing
Heroic Pose (Red),Super Slam,foil,SUP057,0.14,listing,0.4,listing,,,,
Heroic Pose (Yellow),Super Slam,normal,SUP058,0.06,listing,0.2,listing,0.15,listing,,
Heroic Pose (Yellow),Super Slam,foil,SUP058,0.15,listing,0.2,listing,,,,
High Pitched Howl (Blue),Super Slam,normal,SUP157,0.07,listing,0.2,listing,0.15,listing,,
High Pitched Howl (Blue),Super Slam,foil,SUP157,0.03,listing,0.25,listing,,,,
High Pitched Howl (Red),Super Slam,normal,SUP155,0.1,listing,0.2,listing,0.2,listing,0.2,listing
High Pitched Howl (Red),Super Slam,foil,SUP155,0.05,listing,0.25,listing,,,,
High Pitched Howl (Yellow),Super Slam,normal,SUP156,0.08,listing,0.05,listing,0.2,listing,,
High Pitched Howl (Yellow),Super Slam,foil,SUP156,0.05,listing,0.2,listing,,,,
"Hinewhitu, Hautipua (Pleiades, Superstar) (Maori)",Super Slam,foil,,549,listing,,,,,,
Hit the Gas,Super Slam,normal,SUP255,0.25,listing,0.49,listing,0.25,listing,,
Hit the Gas,Super Slam,foil,SUP255,2.23,listing,3.98,listing,,,,
Hold Firm,Super Slam,normal,SUP018,0.06,listing,0.2,listing,0.38,listing,,
Hold Firm,Super Slam,foil,SUP018,0.25,listing,,,,,,
Horns of the Despised,Super Slam,normal,SUP079,0.1,listing,0.25,listing,,,,
Horns of the Despised (Extended Art),Super Slam,foil,,0.78,listing,0.89,listing,,,1.55,listing
Humble Entrance,Super Slam,normal,SUP060,0.07,listing,0.2,listing,0.2,listing,,
Humble Entrance,Super Slam,foil,SUP060,0.05,listing,0.15,listing,,,,
Hungry for More,Super Slam,normal,SUP175,0.48,listing,0.55,listing,,,,
Hungry for More,Super Slam,foil,SUP175,0.45,listing,0.65,listing,,,,
Hunter or Hunted?,Super Slam,normal,SUP245,1.59,listing,1.47,listing,,,,
Hunter or Hunted?,Super Slam,foil,SUP245,6,listing,4.99,listing,,,,
In the Palm of Your Hand,Super Slam,normal,SUP171,1.79,listing,3.08,listing,,,,
In the Palm of Your Hand,Super Slam,foil,SUP171,3,listing,3.17,listing,,,,
Instill Fear (Blue),Super Slam,normal,SUP109,0.08,listing,0.2,listing,0.15,listing,,
Instill Fear (Blue),Super Slam,foil,SUP109,0.19,listing,0.79,listing,,,,
Instill Fear (Red),Super Slam,normal,SUP107,0.08,listing,0.2,listing,0.15,listing,,
Instill Fear (Red),Super Slam,foil,SUP107,0.14,listing,0.25,listing,,,,
Instill Fear (Yellow),Super Slam,normal,SUP108,0.01,listing,0.1,listing,0.15,listing,,
Instill Fear (Yellow),Super Slam,foil,SUP108,0.1,listing,0.38,listing,,,,
Ironfist Revelation,Super Slam,foil,SUP168,19.85,listing,18.36,listing,28.79,listing,,
Jaws of Victory,Super Slam,normal,SUP005,0.19,listing,0.26,listing,,,,
Jaws of Victory,Super Slam,foil,SUP005,0.28,listing,1,listing,0.5,listing,,
"Kayo, Strong-arm (Marvel)",Super Slam,foil,,39.92,listing,,,,,,
"Kayo, Underhanded Cheat (Marvel)",Super Slam,foil,,135,listing,,,,,,
"Kayo, Underhanded Cheat // Kayo, Strong-arm",Super Slam,normal,,0.3,listing,0.5,listing,1.5,listing,,
Kick the Hornet's Nest,Super Slam,normal,SUP217,0.29,listing,0.48,listing,,,,
Kick the Hornet's Nest,Super Slam,foil,SUP217,0.94,listing,1.19,listing,,,,
Laughing Knee-Slappers,Super Slam,normal,SUP065,0.08,listing,0.25,listing,0.15,listing,,
Laughing Knee-Slappers,Super Slam,foil,SUP065,0.68,listing,0.54,listing,,,,
Leave Them Hanging,Super Slam,normal,SUP074,0.4,listing,0.79,listing,0.79,listing,,
Leave Them Hanging (Extended Art),Super Slam,foil,,25,listing,,,,,,
Liar's Charm,Super Slam,normal,SUP076,0.15,listing,0.25,listing,,,,
Light Up the Leaves (Red),Super Slam,normal,SUP264,0.23,listing,0.31,listing,2.99,listing,,
Light Up the Leaves (Red),Super Slam,foil,SUP264,2.22,listing,2.48,listing,,,,
Look Tuff,Super Slam,normal,SUP223,0.25,listing,0.29,listing,,,,
Look Tuff,Super Slam,foil,SUP223,0.61,listing,0.56,listing,,,,
Low Blow,Super Slam,normal,SUP110,0.08,listing,0.2,listing,0.15,listing,0.2,listing
Low Blow,Super Slam,foil,SUP110,0.14,listing,0.23,listing,,,,
Lyath Goldmane (Marvel),Super Slam,foil,,39.9,listing,40,listing,,,,
"Lyath Goldmane, Vile Savant (Marvel)",Super Slam,foil,,116.19,listing,114.82,listing,,,,
"Lyath Goldmane, Vile Savant // Lyath Goldmane",Super Slam,normal,,0.3,listing,0.39,listing,,,,
Mage Hunter Arrow,Super Slam,normal,SUP257,0.25,listing,0.5,listing,0.25,listing,,
Mage Hunter Arrow,Super Slam,foil,SUP257,1.25,listing,2.34,listing,,,,
Mightybone Knuckles,Super Slam,normal,SUP080,0.1,listing,0.25,listing,0.2,listing,,
Mightybone Knuckles,Super Slam,foil,SUP080,1.59,listing,1.48,listing,,,,
Mocking Blow (Blue),Super Slam,normal,SUP092,0.15,listing,0.25,listing,0.2,listing,,
Mocking Blow (Blue),Super Slam,foil,SUP092,0.33,listing,0.46,listing,,,,
Mocking Blow (Red),Super Slam,normal,SUP090,0.1,listing,,,,,,
Mocking Blow (Red),Super Slam,foil,SUP090,0.65,listing,5,listing,,,,
Mocking Blow (Yellow),Super Slam,normal,SUP091,0.1,listing,,,,,0.2,listing
Mocking Blow (Yellow),Super Slam,foil,SUP091,0.44,listing,0.4,listing,,,,
Never Give Up,Super Slam,normal,SUP026,0.1,listing,0.39,listing,,,,
Never Give Up,Super Slam,foil,SUP026,0.24,listing,1.71,listing,,,,
New Horizon,Super Slam,normal,SUP256,9.46,listing,10,listing,,,,
New Horizon,Super Slam,foil,SUP256,11.48,listing,12.09,listing,,,,
No Hero Stands Alone,Super Slam,normal,SUP020,0.23,listing,0.69,listing,,,,
No Hero Stands Alone,Super Slam,foil,SUP020,1.09,listing,1.49,listing,,,,
No Tall Tales,Super Slam,normal,SUP170,0.25,listing,0.37,listing,,,,
No Tall Tales,Super Slam,foil,SUP170,0.6,listing,1.49,listing,,,,
Not So Mighty,Super Slam,normal,SUP062,0.01,listing,0.2,listing,0.2,listing,,
Not So Mighty,Super Slam,foil,SUP062,0.05,listing,0.88,listing,,,,
Not So Tuff,Super Slam,normal,SUP124,0.04,listing,0.1,listing,0.34,listing,,
Not So Tuff,Super Slam,foil,SUP124,0.1,listing,0.25,listing,,,,
Numbskull Charm,Super Slam,normal,SUP007,0.42,listing,0.4,listing,,,,
Numbskull Charm - FAB370,Super Slam,foil,,64.89,listing,66,listing,,,,
Offensive Behavior,Super Slam,normal,SUP070,0.12,listing,0.23,listing,0.2,listing,,
Offensive Behavior,Super Slam,foil,SUP070,0.18,listing,0.29,listing,,,,
Old Favorite,Super Slam,normal,SUP023,0.12,listing,0.42,listing,,,,
Old Favorite,Super Slam,foil,SUP023,0.3,listing,0.67,listing,,,,
Old Leather and Vim,Super Slam,normal,SUP008,0.1,listing,0.2,listing,,,,
Old Leather and Vim,Super Slam,foil,SUP008,0.09,listing,0.39,listing,,,,
Outside Interference,Super Slam,normal,SUP066,5.99,listing,6.79,listing,19.31,listing,,
Outside Interference (Extended Art),Super Slam,foil,,16.12,listing,19.99,listing,,,,
Overbearing Presence,Super Slam,normal,SUP126,0.08,listing,,,0.07,listing,,
Overbearing Presence,Super Slam,foil,SUP126,0.29,listing,2.29,listing,,,,
Overcrowded,Super Slam,normal,SUP216,8.69,listing,23.99,listing,,,,
Overcrowded,Super Slam,foil,SUP216,20,listing,29.99,listing,29.89,listing,,
Overturn the Results,Super Slam,normal,SUP093,0.1,listing,0.1,listing,,,,
Overturn the Results,Super Slam,foil,SUP093,0.24,listing,0.2,listing,,,,
Painful Passage,Super Slam,normal,SUP269,8.88,listing,1.35,listing,,,,
Painful Passage,Super Slam,foil,SUP269,24.9,listing,2.39,listing,,,,
Parched Terrain,Super Slam,normal,SUP260,0.2,listing,0.46,listing,,,,
Parched Terrain,Super Slam,foil,SUP260,1,listing,2.88,listing,,,,
Plate of Tough Love,Super Slam,normal,SUP011,0.1,listing,0.15,listing,0.15,listing,0.2,listing
Plate of Tough Love,Super Slam,foil,SUP011,0.81,listing,1.75,listing,,,,
Pleiades (Marvel),Super Slam,foil,,44.39,listing,,,,,,
Pleiades // Lyath Goldmane,Super Slam,normal,,0.03,listing,0.5,listing,0.2,listing,0.2,listing
"Pleiades, Superstar (Marvel)",Super Slam,foil,,109.96,listing,,,,,,
"Pleiades, Superstar // Pleiades",Super Slam,normal,,0.44,listing,0.5,listing,0.5,listing,,
Plow Under,Super Slam,normal,SUP262,1.89,listing,2.79,listing,1.85,listing,,
Power Play (Blue),Super Slam,normal,SUP188,0.1,listing,0.25,listing,0.2,listing,,
Power Play (Blue),Super Slam,foil,SUP188,0.14,listing,0.23,listing,,,,
Power Play (Red),Super Slam,normal,SUP186,0.1,listing,0.25,listing,0.15,listing,,
Power Play (Red),Super Slam,foil,SUP186,0.17,listing,,,,,,
Power Play (Yellow),Super Slam,normal,SUP187,0.08,listing,0.1,listing,0.15,listing,,
Power Play (Yellow),Super Slam,foil,SUP187,0.15,listing,0.4,listing,,,,
Prime the Crowd (Blue),Super Slam,normal,SUP238,0.06,listing,0.2,listing,0.15,listing,,
Prime the Crowd (Blue),Super Slam,foil,SUP238,0.05,listing,0.25,listing,,,,
Prime the Crowd (Red),Super Slam,normal,SUP236,0.09,listing,0.2,listing,0.2,listing,,
Prime the Crowd (Red),Super Slam,foil,SUP236,0.1,listing,0.25,listing,,,,
Prime the Crowd (Yellow),Super Slam,normal,SUP237,0.04,listing,0.1,listing,0.15,listing,,
Prime the Crowd (Yellow),Super Slam,foil,SUP237,0.1,listing,0.1,listing,,,,
Punch Above Your Weight (Blue),Super Slam,normal,SUP226,0.05,listing,0.25,listing,0.38,listing,,
Punch Above Your Weight (Blue),Super Slam,foil,SUP226,0.26,listing,0.76,listing,,,,
Punch Above Your Weight (Red),Super Slam,normal,SUP224,0.04,listing,0.25,listing,,,,
Punch Above Your Weight (Red),Super Slam,foil,SUP224,0.15,listing,0.2,listing,,,,
Punch Above Your Weight (Yellow),Super Slam,normal,SUP225,0.09,listing,0.1,listing,,,,
Punch Above Your Weight (Yellow),Super Slam,foil,SUP225,0.1,listing,0.39,listing,,,,
Punching Gloves,Super Slam,normal,SUP213,0.08,listing,0.25,listing,0.15,listing,0.2,listing
Rapturous Applause (Blue),Super Slam,normal,SUP045,0.03,listing,0.15,listing,0.2,listing,,
Rapturous Applause (Blue),Super Slam,foil,SUP045,0.1,listing,,,,,,
Rapturous Applause (Red),Super Slam,normal,SUP043,0.05,listing,0.2,listing,0.15,listing,,
Rapturous Applause (Red),Super Slam,foil,SUP043,0.14,listing,0.28,listing,,,,
Rapturous Applause (Yellow),Super Slam,normal,SUP044,0.05,listing,0.2,listing,0.2,listing,,
Rapturous Applause (Yellow),Super Slam,foil,SUP044,0.14,listing,0.39,listing,,,,
Reckless Stampede,Super Slam,normal,SUP127,0.6,listing,1.96,listing,161.58,listing,,
Reckless Stampede,Super Slam,foil,SUP127,1.14,listing,2.5,listing,2.57,listing,,
Renounce Violence,Super Slam,normal,SUP025,0.1,listing,0.25,listing,,,,
Renounce Violence,Super Slam,foil,SUP025,0.19,listing,2,listing,,,,
Revolting Gesture,Super Slam,normal,SUP119,0.1,listing,0.2,listing,0.2,listing,0.2,listing
Revolting Gesture,Super Slam,foil,SUP119,0.35,listing,0.4,listing,,,,
Right Behind You (Blue),Super Slam,normal,SUP235,0.1,listing,0.15,listing,0.38,listing,,
Right Behind You (Blue),Super Slam,foil,SUP235,0.14,listing,1.95,listing,,,,
Right Behind You (Red),Super Slam,normal,SUP233,0.08,listing,0.09,listing,0.15,listing,,
Right Behind You (Red),Super Slam,foil,SUP233,0.09,listing,0.4,listing,,,,
Right Behind You (Yellow),Super Slam,normal,SUP234,0.08,listing,0.23,listing,0.38,listing,0.2,listing
Right Behind You (Yellow),Super Slam,foil,SUP234,0.15,listing,6.35,listing,,,,
Rip Up Their Virtues,Super Slam,normal,SUP088,0.1,listing,0.35,listing,,,,
Rip Up Their Virtues,Super Slam,foil,SUP088,0.24,listing,0.44,listing,,,,
Rough Up (Blue),Super Slam,normal,SUP160,0.08,listing,0.2,listing,0.15,listing,0.2,listing
Rough Up (Blue),Super Slam,foil,SUP160,0.14,listing,0.23,listing,,,,
Rough Up (Red),Super Slam,normal,SUP158,0.1,listing,0.2,listing,0.2,listing,,
Rough Up (Red),Super Slam,foil,SUP158,0.15,listing,0.25,listing,,,,
Rough Up (Yellow),Super Slam,normal,SUP159,0.1,listing,0.2,listing,0.2,listing,0.2,listing
Rough Up (Yellow),Super Slam,foil,SUP159,0.13,listing,0.2,listing,0.2,listing,,
Sadistic Scowl,Super Slam,normal,SUP095,0.1,listing,0.25,listing,,,,
Sadistic Scowl,Super Slam,foil,SUP095,0.33,listing,0.47,listing,,,,
Shining Courage,Super Slam,normal,SUP034,0.05,listing,0.22,listing,,,,
Shining Courage,Super Slam,foil,SUP034,0.24,listing,0.25,listing,,,,
Shoot Your Mouth Off (Blue),Super Slam,normal,SUP191,0.08,listing,0.2,listing,0.1,listing,0.2,listing
Shoot Your Mouth Off (Blue),Super Slam,foil,SUP191,0.1,listing,0.25,listing,,,,
Shoot Your Mouth Off (Red),Super Slam,normal,SUP189,0.08,listing,0.15,listing,0.38,listing,,
Shoot Your Mouth Off (Red),Super Slam,foil,SUP189,0.1,listing,,,,,,
Shoot Your Mouth Off (Yellow),Super Slam,normal,SUP190,0.08,listing,0.2,listing,0.15,listing,,
Shoot Your Mouth Off (Yellow),Super Slam,foil,SUP190,0.1,listing,0.39,listing,,,,
Short Shrift,Super Slam,normal,SUP192,0.1,listing,0.15,listing,0.2,listing,0.2,listing
Short Shrift,Super Slam,foil,SUP192,0.39,listing,0.4,listing,,,,
Show of Strength,Super Slam,normal,SUP128,4,listing,,,,,,
Show of Strength (Extended Art),Super Slam,foil,,49.95,listing,49.99,listing,,,,
Sit!,Super Slam,normal,SUP210,0.03,listing,0.1,listing,,,,
Sit!,Super Slam,foil,SUP210,0.2,listing,0.37,listing,,,,
Small Problem,Super Slam,normal,SUP193,0.04,listing,0.08,listing,0.15,listing,,
Small Problem,Super Slam,foil,SUP193,0.15,listing,0.25,listing,,,,
Smash with Big Rock,Super Slam,normal,SUP133,0.1,listing,0.24,listing,0.2,listing,,
Smash with Big Rock,Super Slam,foil,SUP133,0.21,listing,0.5,listing,,,,
Smashing Ground,Super Slam,normal,SUP132,0.25,listing,0.67,listing,,,,
Smashing Ground,Super Slam,foil,SUP132,0.59,listing,0.74,listing,,,,
Snag,Super Slam,normal,SUP271,5,listing,5.59,listing,3.96,listing,,
Song of Sinew,Super Slam,normal,SUP134,1.46,listing,1.98,listing,,,,
Song of Sinew,Super Slam,foil,SUP134,2.66,listing,,,,,,
Spew Obscenities,Super Slam,normal,SUP078,0.1,listing,0.25,listing,0.15,listing,,
Spew Obscenities,Super Slam,foil,SUP078,0.25,listing,0.46,listing,,,,
Stand Strong,Super Slam,normal,SUP169,0.08,listing,0.25,listing,0.15,listing,,
Stand Strong,Super Slam,foil,SUP169,0.34,listing,1.49,listing,,,,
Steal Victory,Super Slam,normal,SUP069,0.1,listing,0.25,listing,,,,
Steal Victory,Super Slam,foil,SUP069,0.24,listing,0.29,listing,,,,
Story Beats (Blue),Super Slam,normal,SUP183,0.1,listing,0.22,listing,,,,
Story Beats (Blue),Super Slam,foil,SUP183,0.34,listing,0.5,listing,,,,
Story Beats (Red),Super Slam,normal,SUP181,0.1,listing,0.1,listing,0.2,listing,0.2,listing
Story Beats (Red),Super Slam,foil,SUP181,0.29,listing,0.5,listing,,,,
Story Beats (Yellow),Super Slam,normal,SUP182,0.04,listing,0.15,listing,,,,
Story Beats (Yellow),Super Slam,foil,SUP182,0.14,listing,6.26,listing,,,,
Strong Stomach for Adversity,Super Slam,normal,SUP073,0.08,listing,0.25,listing,0.15,listing,,
Strong Stomach for Adversity,Super Slam,foil,SUP073,1.2,listing,1.72,listing,,,,
Strongest Survive (Blue),Super Slam,normal,SUP137,0.1,listing,0.25,listing,,,,
Strongest Survive (Blue),Super Slam,foil,SUP137,0.41,listing,0.99,listing,,,,
Strongest Survive (Red),Super Slam,normal,SUP135,0.25,listing,0.3,listing,,,,
Strongest Survive (Red),Super Slam,foil,SUP135,1.09,listing,1.02,listing,,,,
Strongest Survive (Yellow),Super Slam,normal,SUP136,0.1,listing,0.25,listing,0.2,listing,,
Strongest Survive (Yellow),Super Slam,foil,SUP136,0.47,listing,0.4,listing,,,,
Super Slam Booster Box,Super Slam,normal,,,,,,,,,
Super Slam Booster Box Case,Super Slam,normal,,,,,,,,,
Super Slam Booster Pack,Super Slam,normal,,,,,,,,,
Super Slam Prerelease Kit,Super Slam,normal,,,,,,,,,
Take That! (Blue),Super Slam,normal,SUP113,,,0.25,listing,0.15,listing,,
Take That! (Blue),Super Slam,foil,SUP113,0.05,listing,,,,,,
Take That! (Red),Super Slam,normal,SUP111,0.07,listing,0.23,listing,0.2,listing,,
Take That! (Red),Super Slam,foil,SUP111,0.1,listing,0.27,listing,,,,
Take That! (Yellow),Super Slam,normal,SUP112,0.08,listing,0.15,listing,0.15,listing,,
Take That! (Yellow),Super Slam,foil,SUP112,0.05,listing,,,,,,
Take the Bait (Red),Super Slam,normal,SUP258,0.15,listing,0.35,listing,0.79,listing,,
Take the Bait (Red),Super Slam,foil,SUP258,1.39,listing,1.29,listing,,,,
Tame the Beastly Behavior,Super Slam,normal,SUP024,0.1,listing,0.25,listing,,,,
Tame the Beastly Behavior,Super Slam,foil,SUP024,0.18,listing,0.25,listing,,,,
Tear Down the Idols,Super Slam,normal,SUP086,0.1,listing,0.15,listing,0.2,listing,,
Tear Down the Idols,Super Slam,foil,SUP086,0.18,listing,0.24,listing,,,,
Tempest Palm Gustwave,Super Slam,normal,SUP246,1.18,listing,1.5,listing,,,,
Tempest Palm Gustwave,Super Slam,foil,SUP246,7.16,listing,,,,,,
Tension in the Air (Blue),Super Slam,normal,SUP206,0.1,listing,0.18,listing,,,,
Tension in the Air (Blue),Super Slam,foil,SUP206,0.1,listing,0.37,listing,,,,
Tension in the Air (Red),Super Slam,normal,SUP204,0.1,listing,0.2,listing,0.2,listing,0.2,listing
Tension in the Air (Red),Super Slam,foil,SUP204,0.1,listing,0.39,listing,,,,
Tension in the Air (Yellow),Super Slam,normal,SUP205,0.08,listing,0.2,listing,0.15,listing,,
Tension in the Air (Yellow),Super Slam,foil,SUP205,0.14,listing,0.39,listing,,,,
The Old Switcheroo,Super Slam,normal,SUP087,0.46,listing,0.55,listing,,,,
The Old Switcheroo,Super Slam,foil,SUP087,0.75,listing,0.45,listing,,,,
The Suspense is Killing Me,Super Slam,normal,SUP207,0.08,listing,0.1,listing,0.2,listing,0.2,listing
The Suspense is Killing Me (Extended Art),Super Slam,foil,,4.59,listing,4.97,listing,,,,
Thespian Charm,Super Slam,normal,SUP013,0.25,listing,0.22,listing,0.38,listing,,
Tiara of Suspense,Super Slam,foil,SUP272,3.4,listing,4.23,listing,,,,
Time Flies When You're Having Fun,Super Slam,normal,SUP220,0.23,listing,0.4,listing,1.35,listing,,
Time Flies When You're Having Fun,Super Slam,foil,SUP220,0.49,listing,1.06,listing,,,,
To Be Continued...,Super Slam,normal,SUP208,0.08,listing,0.1,listing,0.2,listing,0.2,listing
To Be Continued... (Extended Art),Super Slam,foil,,2.14,listing,2,listing,3,listing,2.44,listing
Toby Jugs,Super Slam,normal,SUP214,0.08,listing,0.25,listing,0.15,listing,0.2,listing
Tough Leather Boots,Super Slam,normal,SUP003,0.08,listing,0.15,listing,0.15,listing,,
Tough Leather Boots,Super Slam,foil,SUP003,0.5,listing,0.25,listing,,,,
Tough Smashup (Blue),Super Slam,normal,SUP048,0.1,listing,0.18,listing,0.38,listing,,
Tough Smashup (Blue),Super Slam,foil,SUP048,0.15,listing,0.5,listing,,,,
Tough Smashup (Red),Super Slam,normal,SUP046,0.09,listing,0.2,listing,0.15,listing,0.2,listing
Tough Smashup (Red),Super Slam,foil,SUP046,0.15,listing,0.2,listing,,,,
Tough Smashup (Yellow),Super Slam,normal,SUP047,0.1,listing,0.2,listing,0.15,listing,,
Tough Smashup (Yellow),Super Slam,foil,SUP047,0.31,listing,,,,,,
Truth or Trickery,Super Slam,normal,SUP077,0.1,listing,0.25,listing,,,,
Truth or Trickery,Super Slam,foil,SUP077,0.4,listing,0.5,listing,,,,
Tuffnut (Marvel),Super Slam,foil,,20.5,listing,,,,,,
"Tuffnut, Bumbling Hulkster (Marvel)",Super Slam,foil,,99.98,listing,,,,,,
"Tuffnut, Bumbling Hulkster // Tuffnut",Super Slam,normal,,0.45,listing,0.44,listing,5.46,listing,,
"Tuffnut. // Kayo, Strong-arm",Super Slam,normal,,0.05,listing,0.5,listing,0.2,listing,,
Turn Heads,Super Slam,normal,SUP176,0.1,listing,0.2,listing,,,,
Turn Heads,Super Slam,foil,SUP176,0.1,listing,4,listing,,,,
Turn the Crowd Grateful (Blue),Super Slam,normal,SUP051,0.02,listing,0.15,listing,0.2,listing,,
Turn the Crowd Grateful (Blue),Super Slam,foil,SUP051,0.1,listing,0.23,listing,,,,
Turn the Crowd Grateful (Red),Super Slam,normal,SUP049,0.08,listing,0.25,listing,0.15,listing,,
Turn the Crowd Grateful (Red),Super Slam,foil,SUP049,0.09,listing,0.1,listing,,,,
Turn the Crowd Grateful (Yellow),Super Slam,normal,SUP050,0.05,listing,0.2,listing,0.2,listing,,
Turn the Crowd Grateful (Yellow),Super Slam,foil,SUP050,0.13,listing,0.4,listing,,,,
Turn the Crowd Hateful (Blue),Super Slam,normal,SUP116,0.01,listing,0.1,listing,0.2,listing,,
Turn the Crowd Hateful (Blue),Super Slam,foil,SUP116,0.13,listing,0.2,listing,,,,
Turn the Crowd Hateful (Red),Super Slam,normal,SUP114,0.07,listing,0.2,listing,0.15,listing,,
Turn the Crowd Hateful (Red),Super Slam,foil,SUP114,0.14,listing,0.25,listing,,,,
Turn the Crowd Hateful (Yellow),Super Slam,normal,SUP115,0.07,listing,0.25,listing,0.05,listing,,
Turn the Crowd Hateful (Yellow),Super Slam,foil,SUP115,0.09,listing,0.35,listing,,,,
Turning Point,Super Slam,normal,SUP015,0.1,listing,0.2,listing,0.34,listing,,
Turning Point,Super Slam,foil,SUP015,0.15,listing,0.53,listing,,,,
Two Steps Ahead,Super Slam,normal,SUP075,0.15,listing,0.15,listing,0.2,listing,0.2,listing
Two Steps Ahead,Super Slam,foil,SUP075,0.6,listing,0.5,listing,,,,
Unexpected Backhand (Blue),Super Slam,normal,SUP163,0.1,listing,0.2,listing,0.2,listing,,
Unexpected Backhand (Blue),Super Slam,foil,SUP163,0.18,listing,0.25,listing,,,,
Unexpected Backhand (Red),Super Slam,normal,SUP161,0.08,listing,0.15,listing,0.2,listing,0.2,listing
Unexpected Backhand (Red),Super Slam,foil,SUP161,0.1,listing,0.2,listing,0.2,listing,,
Unexpected Backhand (Yellow),Super Slam,normal,SUP162,0.1,listing,0.25,listing,0.34,listing,,
Unexpected Backhand (Yellow),Super Slam,foil,SUP162,0.15,listing,0.37,listing,,,,
Unwavering Resolve,Super Slam,normal,SUP218,0.05,listing,0.25,listing,0.38,listing,,
